Date;Waterlevel
01.04.1949;1462.355
01.05.1949;1462.455
01.06.1949;1462.423
01.07.1949;1462.3105
01.08.1949;1462.198
01.09.1949;1462.15
01.10.1949;1462.19
01.11.1949;1462.212
01.12.1949;1462.247
01.01.1950;1462.295
01.02.1950;1462.305
01.03.1950;1462.302
01.04.1950;1462.375
01.05.1950;1462.475
01.06.1950;1462.475
01.07.1950;1462.362
01.08.1950;1462.232
01.09.1950;1462.188
01.10.1950;1462.185
01.11.1950;1462.198
01.12.1950;1462.195
01.01.1951;1462.242
01.02.1951;1462.278
01.03.1951;1462.288
01.04.1951;1462.445
01.05.1951;1462.549
01.06.1951;1462.54
01.07.1951;1462.469
01.08.1951;1462.365
01.09.1951;1462.322
01.10.1951;1462.358
01.11.1951;1462.386
01.12.1951;1462.564
01.01.1952;1462.657
01.02.1952;1462.582
01.03.1952;1462.516
01.04.1952;1462.57
01.05.1952;1462.824
01.06.1952;1462.9
01.07.1952;1462.74
01.08.1952;1462.583
01.09.1952;1462.541
01.10.1952;1462.507
01.11.1952;1462.462
01.12.1952;1462.387
01.01.1953;1462.336
01.02.1953;1462.312
01.03.1953;1462.307
01.04.1953;1462.348
01.05.1953;1462.439
01.06.1953;1462.373
01.07.1953;1462.326
01.08.1953;1462.177
01.09.1953;1462.152
01.10.1953;1462.14
01.11.1953;1462.133
01.12.1953;1462.181
01.01.1954;1462.151
01.02.1954;1462.135
01.03.1954;1462.148
01.04.1954;1462.252
01.05.1954;1462.383
01.06.1954;1462.42
01.07.1954;1462.316
01.08.1954;1462.189
01.09.1954;1462.121
01.10.1954;1462.106
01.11.1954;1462.12
01.12.1954;1462.14
01.01.1955;1462.175
01.02.1955;1462.239
01.03.1955;1462.283
01.04.1955;1462.388
01.05.1955;1462.437
01.06.1955;1462.341
01.07.1955;1462.239
01.08.1955;1462.171
01.09.1955;1462.151
01.10.1955;1462.263
01.11.1955;1462.243
01.12.1955;1462.237
01.01.1956;1462.319
01.02.1956;1462.38
01.03.1956;1462.375
01.04.1956;1462.4
01.05.1956;1462.513
01.06.1956;1462.478
01.07.1956;1462.435
01.08.1956;1462.252
01.09.1956;1462.235
01.10.1956;1462.293
01.11.1956;1462.403
01.12.1956;1462.458
01.01.1957;1462.473
01.02.1957;1462.502
01.03.1957;1462.58
01.04.1957;1462.655
01.05.1957;1462.834
01.06.1957;1462.873
01.07.1957;1462.764
01.08.1957;1462.676
01.09.1957;1462.551
01.10.1957;1462.504
01.11.1957;1462.528
01.12.1957;1462.526
01.01.1958;1462.612
01.02.1958;1462.641
01.03.1958;1462.638
01.04.1958;1462.636
01.05.1958;1462.76
01.06.1958;1462.773
01.07.1958;1462.649
01.08.1958;1462.542
01.09.1958;1462.504
01.10.1958;1462.478
01.11.1958;1462.459
01.12.1958;1462.495
01.01.1959;1462.555
01.02.1959;1462.553
01.03.1959;1462.541
01.04.1959;1462.556
01.05.1959;1462.614
01.06.1959;1462.585
01.07.1959;1462.428
01.08.1959;1462.283
01.09.1959;1462.255
01.10.1959;1462.298
01.11.1959;1462.308
01.12.1959;1462.505
01.01.1960;1462.547
01.02.1960;1462.65
01.03.1960;1462.699
01.04.1960;1462.82
01.05.1960;1462.839
01.06.1960;1462.747
01.07.1960;1462.661
01.08.1960;1462.547
01.09.1960;1462.581
01.10.1960;1462.605
01.11.1960;1462.632
01.12.1960;1462.618
01.01.1961;1462.57
01.02.1961;1462.59
01.03.1961;1462.667
01.04.1961;1462.743
01.05.1961;1462.757
01.06.1961;1462.711
01.07.1961;1462.608
01.08.1961;1462.52
01.09.1961;1462.537
01.10.1961;1462.57
01.11.1961;1462.73
01.12.1961;1462.99
01.01.1962;1463.11
01.02.1962;1463.11
01.03.1962;1463.052
01.04.1962;1463.06
01.05.1962;1463.19
01.06.1962;1463.181
01.07.1962;1463.06
01.08.1962;1462.94
01.09.1962;1462.918
01.10.1962;1462.93
01.11.1962;1463.024
01.12.1962;1463.118
01.01.1963;1463.181
01.02.1963;1463.231
01.03.1963;1463.227
01.04.1963;1463.247
01.05.1963;1463.623
01.06.1963;1463.797
01.07.1963;1463.594
01.08.1963;1463.381
01.09.1963;1463.259
01.10.1963;1463.187
01.11.1963;1463.187
01.12.1963;1463.295
01.01.1964;1463.315
01.02.1964;1463.271
01.03.1964;1463.206
01.04.1964;1463.321
01.05.1964;1463.345
01.06.1964;1463.242
01.07.1964;1462.96
01.08.1964;1462.89
01.09.1964;1462.79
01.10.1964;1462.83
01.11.1964;1462.87
01.12.1964;1462.86
01.01.1965;1462.855
01.02.1965;1462.821
01.03.1965;1462.82
01.04.1965;1462.887
01.05.1965;1462.948
01.06.1965;1462.868
01.07.1965;1462.72
01.08.1965;1462.587
01.09.1965;1462.586
01.10.1965;1462.576
01.11.1965;1462.708
01.12.1965;1462.721
01.01.1966;1462.71
01.02.1966;1462.75
01.03.1966;1462.86
01.04.1966;1462.921
01.05.1966;1462.975
01.06.1966;1462.911
01.07.1966;1462.759
01.08.1966;1462.62
01.09.1966;1462.718
01.10.1966;1462.707
01.11.1966;1462.606
01.12.1966;1462.634
01.01.1967;1462.745
01.02.1967;1462.665
01.03.1967;1462.5
01.04.1967;1462.695
01.05.1967;1462.855
01.06.1967;1462.945
01.07.1967;1462.87
01.08.1967;1462.715
01.09.1967;1462.585
01.10.1967;1462.615
01.11.1967;1462.665
01.12.1967;1462.855
01.01.1968;1462.915
01.02.1968;1463.005
01.03.1968;1463.165
01.04.1968;1463.305
01.05.1968;1463.415
01.06.1968;1463.385
01.07.1968;1463.275
01.08.1968;1463.135
01.09.1968;1462.975
01.10.1968;1462.94
01.11.1968;1462.985
01.12.1968;1462.975
01.01.1969;1463
01.02.1969;1463.065
01.03.1969;1463.06
01.04.1969;1463.025
01.05.1969;1463.04
01.06.1969;1462.925
01.07.1969;1462.78
01.08.1969;1462.62
01.09.1969;1462.585
01.10.1969;1462.58
01.11.1969;1462.605
01.12.1969;1462.635
01.01.1970;1462.65
01.02.1970;1462.715
01.03.1970;1462.81
01.04.1970;1462.99
01.05.1970;1462.995
01.06.1970;1463
01.07.1970;1462.895
01.08.1970;1462.8
01.09.1970;1462.765
01.10.1970;1462.75
01.11.1970;1462.73
01.12.1970;1462.765
01.01.1971;1462.795
01.02.1971;1462.795
01.03.1971;1462.79
01.04.1971;1462.805
01.05.1971;1462.96
01.06.1971;1462.97
01.07.1971;1462.865
01.08.1971;1462.765
01.09.1971;1462.8
01.10.1971;1462.82
01.11.1971;1462.885
01.12.1971;1462.935
01.01.1972;1462.96
01.02.1972;1462.925
01.03.1972;1462.945
01.04.1972;1462.955
01.05.1972;1462.935
01.06.1972;1462.885
01.07.1972;1462.785
01.08.1972;1462.64
01.09.1972;1462.575
01.10.1972;1462.56
01.11.1972;1462.62
01.12.1972;1462.765
01.01.1973;1462.69
01.02.1973;1462.68
01.03.1973;1462.69
01.04.1973;1462.71
01.05.1973;1462.81
01.06.1973;1462.83
01.07.1973;1462.66
01.08.1973;1462.535
01.09.1973;1462.555
01.10.1973;1462.6
01.11.1973;1462.645
01.12.1973;1462.675
01.01.1974;1462.74
01.02.1974;1462.75
01.03.1974;1462.73
01.04.1974;1462.885
01.05.1974;1462.955
01.06.1974;1463.025
01.07.1974;1463.115
01.08.1974;1462.975
01.09.1974;1462.955
01.10.1974;1462.885
01.11.1974;1462.885
01.12.1974;1462.87
01.01.1975;1462.855
01.02.1975;1462.845
01.03.1975;1462.83
01.04.1975;1462.865
01.05.1975;1462.925
01.06.1975;1462.925
01.07.1975;1462.835
01.08.1975;1462.755
01.09.1975;1462.767
01.10.1975;1462.858
01.11.1975;1462.906
01.12.1975;1462.928
01.01.1976;1462.903
01.02.1976;1462.873
01.03.1976;1462.849
01.04.1976;1462.891
01.05.1976;1462.951
01.06.1976;1463.009
01.07.1976;1462.886
01.08.1976;1462.831
01.09.1976;1462.861
01.10.1976;1462.851
01.11.1976;1462.861
01.12.1976;1462.888
01.01.1977;1462.839
01.02.1977;1462.823
01.03.1977;1462.853
01.04.1977;1463.013
01.05.1977;1463.047
01.06.1977;1462.98
01.07.1977;1462.885
01.08.1977;1462.731
01.09.1977;1462.703
01.10.1977;1462.645
01.11.1977;1462.695
01.12.1977;1462.758
01.01.1978;1462.749
01.02.1978;1462.751
01.03.1978;1462.835
01.04.1978;1462.92
01.05.1978;1462.973
01.06.1978;1462.88
01.07.1978;1462.751
01.08.1978;1462.689
01.09.1978;1462.622
01.10.1978;1462.607
01.11.1978;1462.626
01.12.1978;1462.683
01.01.1979;1462.695
01.02.1979;1462.806
01.03.1979;1462.803
01.04.1979;1462.839
01.05.1979;1463.016
01.06.1979;1462.943
01.07.1979;1462.803
01.08.1979;1462.646
01.09.1979;1462.581
01.10.1979;1462.495
01.11.1979;1462.548
01.12.1979;1462.551
01.01.1980;1462.478
01.02.1980;1462.553
01.03.1980;1462.613
01.04.1980;1462.619
01.05.1980;1462.708
01.06.1980;1462.873
01.07.1980;1462.813
01.08.1980;1462.663
01.09.1980;1462.609
01.10.1980;1462.638
01.11.1980;1462.728
01.12.1980;1462.833
01.01.1981;1462.846
01.02.1981;1462.8635
01.03.1981;1462.881
01.04.1981;1463.026
01.05.1981;1463.141
01.06.1981;1463.121
01.07.1981;1462.951
01.08.1981;1462.881
01.09.1981;1462.876
01.10.1981;1462.893
01.11.1981;1462.893
01.12.1981;1462.881
01.01.1982;1462.848
01.02.1982;1462.826
01.03.1982;1462.799
01.04.1982;1462.898
01.05.1982;1462.991
01.06.1982;1462.988
01.07.1982;1462.801
01.08.1982;1462.657
01.09.1982;1462.631
01.10.1982;1462.668
01.11.1982;1462.755
01.12.1982;1462.948
01.01.1983;1462.923
01.02.1983;1462.868
01.03.1983;1462.818
01.04.1983;1462.876
01.05.1983;1462.938
01.06.1983;1462.848
01.07.1983;1462.748
01.08.1983;1462.683
01.09.1983;1462.643
01.10.1983;1462.701
01.11.1983;1462.801
01.12.1983;1462.846
01.01.1984;1462.943
01.02.1984;1462.991
01.03.1984;1463.018
01.04.1984;1463.031
01.05.1984;1463.008
01.06.1984;1462.858
01.07.1984;1462.729
01.08.1984;1462.636
01.09.1984;1462.608
01.10.1984;1462.617
01.11.1984;1462.623
01.12.1984;1462.703
01.01.1985;1462.671
01.02.1985;1462.703
01.03.1985;1462.706
01.04.1985;1462.905
01.05.1985;1463.078
01.06.1985;1463.066
01.07.1985;1462.939
01.08.1985;1462.786
01.09.1985;1462.723
01.10.1985;1462.701
01.11.1985;1462.768
01.12.1985;1462.789
01.01.1986;1462.871
01.02.1986;1462.921
01.03.1986;1462.926
01.04.1986;1462.993
01.05.1986;1463.093
01.06.1986;1463.033
01.07.1986;1462.911
01.08.1986;1462.75
01.09.1986;1462.668
01.10.1986;1462.666
01.11.1986;1462.803
01.12.1986;1462.803
01.01.1987;1462.836
01.02.1987;1462.888
01.03.1987;1462.961
01.04.1987;1463.036
01.05.1987;1463.108
01.06.1987;1463.131
01.07.1987;1462.961
01.08.1987;1462.831
01.09.1987;1462.788
01.10.1987;1462.843
01.11.1987;1462.948
01.12.1987;1462.983
01.01.1988;1462.936
01.02.1988;1462.909
01.03.1988;1462.998
01.04.1988;1462.998
01.05.1988;1463.181
01.06.1988;1463.071
01.07.1988;1462.918
01.08.1988;1462.846
01.09.1988;1462.811
01.10.1988;1462.823
01.11.1988;1462.89
01.12.1988;1462.869
01.01.1989;1462.848
01.02.1989;1462.868
01.03.1989;1462.853
01.04.1989;1462.838
01.05.1989;1462.826
01.06.1989;1462.812
01.07.1989;1462.803
01.08.1989;1462.74
01.09.1989;1462.7
01.10.1989;1462.69
01.11.1989;1462.76
01.12.1989;1462.88
01.01.1990;1462.91
01.02.1990;1462.92
01.03.1990;1462.99
01.04.1990;1463.04
01.05.1990;1463.08
01.06.1990;1463.04
01.07.1990;1462.84
01.08.1990;1462.66
01.09.1990;1462.61
01.10.1990;1462.64
01.11.1990;1462.61
01.12.1990;1462.65
01.01.1991;1462.71
01.02.1991;1462.77
01.03.1991;1462.77
01.04.1991;1462.83
01.05.1991;1462.94
01.06.1991;1463.06
01.07.1991;1463
01.08.1991;1462.9
01.09.1991;1462.82
01.10.1991;1462.9
01.11.1991;1462.9
01.12.1991;1462.94
01.01.1992;1462.94
01.02.1992;1462.93
01.03.1992;1462.9
01.04.1992;1462.9
01.05.1992;1463.05
01.06.1992;1463.03
01.07.1992;1462.96
01.08.1992;1462.78
01.09.1992;1462.71
01.10.1992;1462.8
01.11.1992;1462.8
01.12.1992;1462.82
01.01.1993;1462.82
01.02.1993;1462.85
01.03.1993;1462.92
01.04.1993;1462.9
01.05.1993;1463.04
01.06.1993;1463.09
01.07.1993;1462.9
01.08.1993;1462.78
01.09.1993;1462.66
01.10.1993;1462.52
01.11.1993;1462.49
01.12.1993;1462.48
01.01.1994;1462.47
01.02.1994;1462.42
01.03.1994;1462.42
01.04.1994;1462.38
01.05.1994;1462.33
01.06.1994;1462.3
01.07.1994;1462.25
01.08.1994;1462.08
01.09.1994;1462.02
01.10.1994;1461.96
01.11.1994;1462.1
01.12.1994;1462.14
01.01.1995;1462.14
01.02.1995;1462.14
01.03.1995;1462.12
01.04.1995;1462.17
01.05.1995;1462.28
01.06.1995;1462.35
01.07.1995;1462.17
01.08.1995;1462.09
01.09.1995;1461.94
01.10.1995;1462
01.11.1995;1462
01.12.1995;1462.05
01.01.1996;1462.02
01.02.1996;1462.03
01.03.1996;1462.15
01.04.1996;1462.2
01.05.1996;1462.2
01.06.1996;1462.26
01.07.1996;1462.24
01.08.1996;1462.16
01.09.1996;1462.17
01.10.1996;1462.16
01.11.1996;1462
01.12.1996;1462.26
01.01.1997;1462.35
01.02.1997;1462.37
01.03.1997;1462.38
01.04.1997;1462.46
01.05.1997;1462.7
01.06.1997;1462.65
01.07.1997;1462.55
01.08.1997;1462.48
01.09.1997;1462.37
01.10.1997;1462.31
01.11.1997;1462.43
01.12.1997;1462.62
01.01.1998;1462.778
01.02.1998;1462.943
01.03.1998;1463.083
01.04.1998;1463.183
01.05.1998;1463.278
01.06.1998;1463.233
01.07.1998;1463.113
01.08.1998;1463.028
01.09.1998;1462.943
01.10.1998;1462.97
01.11.1998;1463.018
01.12.1998;1462.968
01.01.1999;1462.988
01.02.1999;1462.978
01.03.1999;1462.948
01.04.1999;1463.033
01.05.1999;1463.013
01.06.1999;1462.868
01.07.1999;1462.668
01.08.1999;1462.568
01.09.1999;1462.573
01.10.1999;1462.568
01.11.1999;1462.543
01.12.1999;1462.593
01.01.2000;1462.638
01.02.2000;1462.598
01.03.2000;1462.578
01.04.2000;1462.638
01.05.2000;1462.573
01.06.2000;1462.443
01.07.2000;1462.288
01.08.2000;1462.118
01.09.2000;1461.978
01.10.2000;1461.948
01.11.2000;1462.073
01.12.2000;1462.148
01.01.2001;1462.273
01.02.2001;1462.303
01.03.2001;1462.313
01.04.2001;1462.443
01.05.2001;1462.533
01.06.2001;1462.518
01.07.2001;1462.438
01.08.2001;1462.353
01.09.2001;1462.313
01.10.2001;1462.368
01.11.2001;1462.493
01.12.2001;1462.583
01.01.2002;1462.758
01.02.2002;1462.823
01.03.2002;1462.873
01.04.2002;1462.883
01.05.2002;1463.128
01.06.2002;1463.063
01.07.2002;1462.923
01.08.2002;1462.768
01.09.2002;1462.648
01.10.2002;1462.593
01.11.2002;1462.618
01.12.2002;1462.623
01.01.2003;1462.688
01.02.2003;1462.658
01.03.2003;1462.628
01.04.2003;1462.723
01.05.2003;1462.868
01.06.2003;1462.833
01.07.2003;1462.738
01.08.2003;1462.588
01.09.2003;1462.563
01.10.2003;1462.563
01.11.2003;1462.573
01.12.2003;1462.553
01.01.2004;1462.523
01.02.2004;1462.508
01.03.2004;1462.483
01.04.2004;1462.558
01.05.2004;1462.648
01.06.2004;1462.483
01.07.2004;1462.238
01.08.2004;1462.178
01.09.2004;1462.123
01.10.2004;1462.083
01.11.2004;1462.063
01.12.2004;1462.108
01.01.2005;1462.208
01.02.2005;1462.203
01.03.2005;1462.203
01.04.2005;1462.188
01.05.2005;1462.218
01.06.2005;1462.213
01.07.2005;1462.083
01.08.2005;1461.953
01.09.2005;1461.923
01.10.2005;1461.928
01.11.2005;1461.933
01.12.2005;1461.915
01.01.2006;1461.838
01.02.2006;1461.828
01.03.2006;1461.853
01.04.2006;1461.933
01.05.2006;1462.103
01.06.2006;1462.152
01.07.2006;1462.038
01.08.2006;1462.043
01.09.2006;1461.983
01.10.2006;1461.968
01.11.2006;1462.018
01.12.2006;1462.163
01.01.2007;1462.333
01.02.2007;1462.453
01.03.2007;1462.458
01.04.2007;1462.448
01.05.2007;1462.508
01.06.2007;1462.528
01.07.2007;1462.475
01.08.2007;1462.373
01.09.2007;1462.383
01.10.2007;1462.403
01.11.2007;1462.413
01.12.2007;1462.413
01.01.2008;1462.383741
02.01.2008;1462.403
03.01.2008;1462.403
04.01.2008;1462.403
05.01.2008;1462.393
06.01.2008;1462.393
07.01.2008;1462.393
08.01.2008;1462.393
09.01.2008;1462.383
10.01.2008;1462.383
11.01.2008;1462.383
12.01.2008;1462.383
14.01.2008;1462.383
15.01.2008;1462.383
16.01.2008;1462.373
17.01.2008;1462.373
18.01.2008;1462.363
19.01.2008;1462.363
20.01.2008;1462.363
21.01.2008;1462.353
22.01.2008;1462.373
23.01.2008;1462.373
24.01.2008;1462.373
25.01.2008;1462.373
28.01.2008;1462.403
29.01.2008;1462.403
30.01.2008;1462.393
31.01.2008;1462.403
01.02.2008;1462.4086
01.02.2008;1462.403
02.02.2008;1462.403
06.02.2008;1462.393
07.02.2008;1462.393
08.02.2008;1462.403
09.02.2008;1462.403
11.02.2008;1462.403
12.02.2008;1462.403
13.02.2008;1462.413
14.02.2008;1462.403
15.02.2008;1462.413
16.02.2008;1462.413
17.02.2008;1462.413
18.02.2008;1462.413
19.02.2008;1462.413
20.02.2008;1462.423
21.02.2008;1462.423
22.02.2008;1462.423
23.02.2008;1462.413
24.02.2008;1462.413
25.02.2008;1462.413
26.02.2008;1462.413
27.02.2008;1462.413
28.02.2008;1462.403
29.02.2008;1462.393
01.03.2008;1462.405903
01.03.2008;1462.393
02.03.2008;1462.383
03.03.2008;1462.383
04.03.2008;1462.373
05.03.2008;1462.393
06.03.2008;1462.383
07.03.2008;1462.393
08.03.2008;1462.393
09.03.2008;1462.393
10.03.2008;1462.393
11.03.2008;1462.383
12.03.2008;1462.373
13.03.2008;1462.373
14.03.2008;1462.383
15.03.2008;1462.373
16.03.2008;1462.383
17.03.2008;1462.393
18.03.2008;1462.393
19.03.2008;1462.403
20.03.2008;1462.393
21.03.2008;1462.403
22.03.2008;1462.433
23.03.2008;1462.433
24.03.2008;1462.433
25.03.2008;1462.443
26.03.2008;1462.443
27.03.2008;1462.443
28.03.2008;1462.453
29.03.2008;1462.453
30.03.2008;1462.453
31.03.2008;1462.463
01.04.2008;1462.459
01.04.2008;1462.463
02.04.2008;1462.463
03.04.2008;1462.463
04.04.2008;1462.453
05.04.2008;1462.443
06.04.2008;1462.443
07.04.2008;1462.433
08.04.2008;1462.423
09.04.2008;1462.433
10.04.2008;1462.443
11.04.2008;1462.453
12.04.2008;1462.453
13.04.2008;1462.463
14.04.2008;1462.463
15.04.2008;1462.463
16.04.2008;1462.463
17.04.2008;1462.463
18.04.2008;1462.463
19.04.2008;1462.473
20.04.2008;1462.473
21.04.2008;1462.473
22.04.2008;1462.473
23.04.2008;1462.463
24.04.2008;1462.473
25.04.2008;1462.473
26.04.2008;1462.473
27.04.2008;1462.473
28.04.2008;1462.463
29.04.2008;1462.463
30.04.2008;1462.453
01.05.2008;1462.443
02.05.2008;1462.433
03.05.2008;1462.433
04.05.2008;1462.433
05.05.2008;1462.423
06.05.2008;1462.423
07.05.2008;1462.423
08.05.2008;1462.423
09.05.2008;1462.413
10.05.2008;1462.413
11.05.2008;1462.413
12.05.2008;1462.403
13.05.2008;1462.403
14.05.2008;1462.413
15.05.2008;1462.413
16.05.2008;1462.413
17.05.2008;1462.403
18.05.2008;1462.403
19.05.2008;1462.403
20.05.2008;1462.403
21.05.2008;1462.383
22.05.2008;1462.393
23.05.2008;1462.393
24.05.2008;1462.403
25.05.2008;1462.403
26.05.2008;1462.393
27.05.2008;1462.393
28.05.2008;1462.393
29.05.2008;1462.393
30.05.2008;1462.393
31.05.2008;1462.383
01.06.2008;1462.429
01.06.2008;1462.383
02.06.2008;1462.393
03.06.2008;1462.393
04.06.2008;1462.393
05.06.2008;1462.423
06.06.2008;1462.423
07.06.2008;1462.443
08.06.2008;1462.453
09.06.2008;1462.463
10.06.2008;1462.483
11.06.2008;1462.483
12.06.2008;1462.473
13.06.2008;1462.473
14.06.2008;1462.473
15.06.2008;1462.463
16.06.2008;1462.453
17.06.2008;1462.443
18.06.2008;1462.443
19.06.2008;1462.433
20.06.2008;1462.433
21.06.2008;1462.443
22.06.2008;1462.433
23.06.2008;1462.423
24.06.2008;1462.413
25.06.2008;1462.403
26.06.2008;1462.393
27.06.2008;1462.393
28.06.2008;1462.383
29.06.2008;1462.383
30.06.2008;1462.383
01.07.2008;1462.32429
01.07.2008;1462.373
02.07.2008;1462.363
03.07.2008;1462.363
04.07.2008;1462.373
05.07.2008;1462.373
06.07.2008;1462.373
07.07.2008;1462.373
08.07.2008;1462.373
09.07.2008;1462.363
10.07.2008;1462.353
11.07.2008;1462.343
12.07.2008;1462.343
13.07.2008;1462.333
14.07.2008;1462.323
15.07.2008;1462.313
16.07.2008;1462.313
17.07.2008;1462.313
18.07.2008;1462.303
19.07.2008;1462.303
20.07.2008;1462.303
21.07.2008;1462.303
22.07.2008;1462.293
23.07.2008;1462.283
24.07.2008;1462.293
25.07.2008;1462.303
26.07.2008;1462.303
27.07.2008;1462.293
28.07.2008;1462.283
29.07.2008;1462.283
30.07.2008;1462.273
31.07.2008;1462.273
01.08.2008;1462.239774
01.08.2008;1462.253
02.08.2008;1462.253
03.08.2008;1462.253
04.08.2008;1462.253
05.08.2008;1462.263
06.08.2008;1462.263
07.08.2008;1462.273
08.08.2008;1462.273
09.08.2008;1462.263
10.08.2008;1462.263
11.08.2008;1462.253
12.08.2008;1462.253
13.08.2008;1462.253
14.08.2008;1462.253
15.08.2008;1462.243
16.08.2008;1462.233
17.08.2008;1462.223
18.08.2008;1462.223
19.08.2008;1462.223
20.08.2008;1462.223
21.08.2008;1462.213
22.08.2008;1462.213
23.08.2008;1462.223
24.08.2008;1462.223
25.08.2008;1462.223
26.08.2008;1462.223
27.08.2008;1462.223
28.08.2008;1462.223
29.08.2008;1462.223
30.08.2008;1462.223
31.08.2008;1462.233
01.09.2008;1462.215
01.09.2008;1462.233
02.09.2008;1462.243
03.09.2008;1462.243
04.09.2008;1462.233
05.09.2008;1462.233
06.09.2008;1462.223
07.09.2008;1462.223
08.09.2008;1462.213
09.09.2008;1462.203
10.09.2008;1462.203
11.09.2008;1462.203
12.09.2008;1462.213
13.09.2008;1462.233
14.09.2008;1462.233
15.09.2008;1462.223
16.09.2008;1462.213
17.09.2008;1462.213
18.09.2008;1462.213
19.09.2008;1462.203
20.09.2008;1462.213
21.09.2008;1462.203
22.09.2008;1462.203
23.09.2008;1462.203
24.09.2008;1462.203
25.09.2008;1462.203
26.09.2008;1462.203
27.09.2008;1462.213
28.09.2008;1462.203
29.09.2008;1462.203
30.09.2008;1462.203
01.10.2008;1462.22871
01.10.2008;1462.203
02.10.2008;1462.203
03.10.2008;1462.213
04.10.2008;1462.233
05.10.2008;1462.223
06.10.2008;1462.23
07.10.2008;1462.213
08.10.2008;1462.213
09.10.2008;1462.213
10.10.2008;1462.213
11.10.2008;1462.203
12.10.2008;1462.213
13.10.2008;1462.233
14.10.2008;1462.223
15.10.2008;1462.223
16.10.2008;1462.213
17.10.2008;1462.213
18.10.2008;1462.213
19.10.2008;1462.213
20.10.2008;1462.223
21.10.2008;1462.243
22.10.2008;1462.243
23.10.2008;1462.253
24.10.2008;1462.253
25.10.2008;1462.253
26.10.2008;1462.253
27.10.2008;1462.253
28.10.2008;1462.253
29.10.2008;1462.253
30.10.2008;1462.253
31.10.2008;1462.253
01.11.2008;1462.271
01.11.2008;1462.253
02.11.2008;1462.253
03.11.2008;1462.253
04.11.2008;1462.243
05.11.2008;1462.243
06.11.2008;1462.243
07.11.2008;1462.263
08.11.2008;1462.263
09.11.2008;1462.263
10.11.2008;1462.263
11.11.2008;1462.273
12.11.2008;1462.273
13.11.2008;1462.283
14.11.2008;1462.283
15.11.2008;1462.283
16.11.2008;1462.283
17.11.2008;1462.273
18.11.2008;1462.283
19.11.2008;1462.273
20.11.2008;1462.273
21.11.2008;1462.283
22.11.2008;1462.283
23.11.2008;1462.283
24.11.2008;1462.283
25.11.2008;1462.283
26.11.2008;1462.283
27.11.2008;1462.283
28.11.2008;1462.283
29.11.2008;1462.273
30.11.2008;1462.273
01.12.2008;1462.283645
01.12.2008;1462.263
02.12.2008;1462.273
03.12.2008;1462.273
04.12.2008;1462.273
05.12.2008;1462.293
06.12.2008;1462.303
07.12.2008;1462.303
08.12.2008;1462.303
09.12.2008;1462.293
10.12.2008;1462.293
11.12.2008;1462.293
12.12.2008;1462.293
13.12.2008;1462.293
14.12.2008;1462.293
15.12.2008;1462.293
16.12.2008;1462.293
17.12.2008;1462.293
18.12.2008;1462.283
19.12.2008;1462.283
20.12.2008;1462.283
21.12.2008;1462.283
22.12.2008;1462.283
23.12.2008;1462.273
