Campaign_number:;Profile_count:;Profile:;date:;Latitude_S_(digital):;Longitude_E_(digital):;Distance_to_GEF_(m):;Rope_length_(m):;Max_depth_(m):;TOB_name_in_Database:;Purpose_of_sampling:;pH_Calibration_(7):;pH_Calibration_(9):;pH_Calibration_(4):
42;750;28;100825;-1.7321;29.24285;0;160;157.33;U8251637_28.TOB;Near Plant Monitoring/2010;5.9;;4.45
42;751;29;100825;-1.73223;29.24274;0;160;0.09;U8251637_29.TOB;Near Plant Monitoring/2010;5.9;;4.45
43;752;2;100923;-1.73498;29.24308;317;160;156.82;U9231740_2.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;753;4;100923;-1.73408;29.24473;300;160;156.69;U9231740_4.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;754;5;100923;-1.73234;29.24591;348;160;156.79;U9231740_5.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;755;6;100923;-1.73067;29.24536;329;160;156.49;U9231740_6.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;756;8;100923;-1.72941;29.24353;329;160;156.42;U9231740_8.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;757;10;100923;-1.72689;29.24446;619;160;156.53;U9231740_10.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;758;11;100923;-1.72845;29.24697;623;160;157.02;U9231740_11.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;759;12;100923;-1.73119;29.24832;625;160;157.46;U9231740_12.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;760;13;100923;-1.73398;29.24787;604;160;156.84;U9231740_13.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;761;14;100923;-1.73603;29.24668;606;160;156.87;U9231740_14.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;762;15;100923;-1.73733;29.24428;595;160;156.8;U9231740_15.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;763;16;100923;-1.73997;29.24514;905;160;156.92;U9231740_16.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;764;17;100923;-1.73734;29.24921;912;160;156.41;U9231740_17.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;765;18;100923;-1.73287;29.25122;929;160;157.79;U9231740_18.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;766;19;100923;-1.72843;29.25023;922;160;157.09;U9231740_19.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;767;20;100923;-1.72496;29.24688;926;160;156.93;U9231740_20.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;768;21;100923;-1.72409;29.24182;907;160;157.74;U9231740_21.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;769;22;100923;-1.73225;29.24303;0;160;156.91;U9231740_22.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;770;23;100923;-1.73227;29.24282;0;160;156.87;U9231740_23.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;771;24;100923;-1.73217;29.24283;0;160;157.15;U9231740_24.TOB;Near Plant Monitoring/2010;6.5;;5.11
43;772;25;100923;-1.72934;29.24906;758;80;78.66;U9231740_25.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;773;1;101006;-2.74279;29.20106;199;371.43;371.43;UA071024_1.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;774;2;101006;-2.74233;29.19389;914;364.62;364.62;UA071024_2.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;775;3;101006;-2.75033;29.19457;1205;363.21;363.21;UA071024_3.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;776;4;101006;-2.74994;29.20215;860;363.92;-0.24;UA071024_4.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;777;5;101006;-2.75016;29.21013;1305;355.43;355.43;UA071024_5.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;778;6;101006;-2.74215;29.20864;930;372.44;372.45;UA071024_6.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;779;7;101006;-2.73473;29.20963;1190;375.25;375.26;UA071024_7.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;780;8;101006;-2.73497;29.20172;808;367.66;374.77;UA071024_8.TOB;Near Plant Monitoring/2010;6.5;;5.11
44;781;9;101006;-2.7339;29.19445;1245;371.24;371.25;UA071024_9.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;782;2;101111;-1.7316;29.24278;67.635;160;80.63;UB151126_2.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;783;3;101111;-1.73149;29.24034;295;160;117.81;UB151126_3.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;784;4;101111;-1.73434;29.24158;271;160;118.14;UB151126_4.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;785;5;101111;-1.73437;29.24431;283;160;117;UB151126_5.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;786;6;101111;-1.73185;29.2455;339;160;117.92;UB151126_6.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;787;7;101111;-1.7293;29.24368;619;160;118.15;UB151126_7.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;788;8;101111;-1.72654;29.24333;632;160;117.87;UB151126_8.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;789;9;101111;-1.72783;29.23941;616;160;118.04;UB151126_9.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;790;11;101111;-1.73167;29.23734;614;160;118.23;UB151126_11.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;791;12;101111;-1.73557;29.23896;561;160;118.45;UB151126_12.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;792;13;101111;-1.73778;29.2431;587;160;117.62;UB151126_13.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;793;14;101111;-1.73564;29.24701;604;160;118.62;UB151126_14.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;794;15;101111;-1.73177;29.24819;685;160;117.98;UB151126_15.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;795;16;101111;-1.72886;29.24628;523;160;126.65;UB151126_16.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;796;17;101111;-1.73232;29.24273;0;160;118.29;UB151126_17.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;797;20;101111;-1.73227;29.24295;0;160;117.99;UB151126_220.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;798;21;101111;-1.73235;29.24283;0;160;118.88;UB151126_21.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;799;22;101111;-1.73218;29.24275;0;160;118.47;UB151126_22.TOB;Near Plant Monitoring/2010;6.5;;5.11
45;800;23;101111;-1.73213;29.2428;0;160;0.16;UB151126_23.TOB;Near Plant Monitoring/2010;6.5;;5.11
46;801;2;101202;-1.73154;29.23491;893.45;156;156.1;UC030912_2.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;802;3;101202;-1.71975;29.23591;903.7;157;156.72;UC030912_3.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;803;4;101202;-1.73947;29.23908;903.7;157;156.68;UC030912_4.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;804;5;101202;-1.74021;29.24349;917.2;157;156.73;UC030912_5.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;805;6;101202;-1.73859;29.24788;896.65;157;156.65;UC030912_6.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;806;8;101202;-1.73528;29.25044;908.85;157;156.84;UC030912_8.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;807;9;101202;-1.7304;29.25088;916.5;156;155.71;UC030912_9.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;808;10;101202;-1.72616;29.24863;933.75;156;156.4;UC030912_10.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;809;11;101202;-1.72423;29.26113;902;157;156.79;UC030912_11.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;810;12;101202;-1.72473;29.23955;906.5;157;156.96;UC030912_12.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;811;13;101202;-1.72783;29.23636;863.2;155;155.4;UC030912_13.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;812;14;101202;-1.73225;29.24291;8.55;159;158.54;UC030912_14.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;813;15;101202;-1.73231;29.24904;16.67;174;174;UC030912_15.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;814;16;101202;-1.73224;29.2428;10.275;157;156.78;UC030912_16.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;815;17;101202;-1.73217;29.24283;5.35;157;157.12;UC030912_17.TOB;Near Plant Monitoring/2010;9.2;;6.09
46;817;19;101202;-1.72948;29.24283;805.5;80;71.8;UC030912_19.TOB;Near Plant Monitoring/2010;9.2;;6.09
47;818;2;101214;-2.74145;29.20259;212;375;375.27;UC161651_2.TOB;Near Plant Monitoring/2010;6.79;;5.18
47;819;4;101214;-2.74127;29.19763;487;375;375.32;UC161651_4.TOB;Near Plant Monitoring/2010;6.79;;5.18
47;820;6;101214;-2.73658;29.19707;834;374;374.08;UC161651_6.TOB;Near Plant Monitoring/2010;6.79;;5.18
47;821;7;101214;-2.73726;29.20324;558;317;317.46;UC161651_7.TOB;Near Plant Monitoring/2010;6.79;;5.18
47;822;8;101214;-2.74653;29.20663;632;357;357.45;UC161651_8.TOB;Near Plant Monitoring/2010;6.79;;5.18
47;823;9;101214;-2.7417;29.20543;359;335;334.83;UC161651_9.TOB;Near Plant Monitoring/2010;6.79;;5.18
47;824;10;101214;-2.74722;29.20171;565;346;345.67;UC161651_10.TOB;Near Plant Monitoring/2010;6.79;;5.18
47;825;11;101214;-2.74745;29.19583;907;348;347.84;UC161651_11.TOB;Near Plant Monitoring/2010;6.79;;5.18
48;826;2;110106;-1.73153;29.24618;379;160;170.55;V1061518_2.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;827;3;110106;-1.72911;29.24456;390;160;156.81;V1061518_3.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;828;4;110106;-1.72886;29.24165;387;160;156.82;V1061518_4.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;829;5;110106;-1.73068;29.23971;384;160;156.77;V1061518_5.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;830;7;110106;-1.73368;29.23953;379;160;156.22;V1061518_7.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;831;8;110106;-1.73557;29.24168;394;160;156.57;V1061518_8.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;832;9;110106;-1.73535;29.24431;390;160;156.73;V1061518_9.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;833;10;110106;-1.73359;29.24615;408;160;156.81;V1061518_10.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;834;11;110106;-1.73236;29.24481;221;160;156.22;V1061518_11.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;835;12;110106;-1.73052;29.2439;220;160;156.33;V1061518_12.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;836;17;110106;-1.73219;29.24291;0;160;171.69;V1061518_17.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;837;18;110106;-1.73219;29.24293;0;160;156.36;V1061518_18.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;838;19;110106;-1.73218;29.24278;0;160;156.82;V1061518_19.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;839;20;110106;-1.73214;29.24283;0;160;155.89;V1061518_20.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;840;21;110106;-1.73092;29.24168;196;160;152.38;V1061518_21.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;841;22;110106;-1.73289;29.24134;183;160;157.32;V1061518_22.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;842;23;110106;-1.73429;29.24295;244;160;153.79;V1061518_23.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;843;24;110106;-1.73292;29.24461;216;160;156.19;V1061518_24.TOB;Near Plant Monitoring/2011;6.5;;5.11
48;844;25;110106;-1.73157;29.24786;567;80;78.83;V1061518_25.TOB;Near Plant Monitoring/2011;6.5;;5.11
50;861;1;110301;-1.72953;29.2475;599;160;156.42;V3011438_1.TOB;Near Plant Monitoring/2011;;;
50;862;2;110301;-1.72708;29.24478;598;160;156.55;V3011438_2.TOB;Near Plant Monitoring/2011;;;
50;863;3;110301;-1.72713;29.24098;597;160;156.17;V3011438_3.TOB;Near Plant Monitoring/2011;;;
50;864;5;110301;-1.72974;29.23785;587;160;156.42;V3011438_4.TOB;Near Plant Monitoring/2011;;;
50;865;6;110301;-1.73333;29.23763;577;160;156.36;V3011438_6.TOB;Near Plant Monitoring/2011;;;
50;866;7;110301;-1.73658;29.23993;588;160;156.39;V3011438_7.TOB;Near Plant Monitoring/2011;;;
50;867;8;110301;-1.73222;29.24287;0;160;155.05;V3011438_8.TOB;Near Plant Monitoring/2011;;;
50;868;9;110301;-1.73227;29.24285;0;160;156.16;V3011438_9.TOB;Near Plant Monitoring/2011;;;
50;869;10;110301;-1.73217;29.24272;0;160;157.11;V3011438_10.TOB;Near Plant Monitoring/2011;;;
50;870;11;110301;-1.73213;29.24285;0;160;156.92;V3011438_11.TOB;Near Plant Monitoring/2011;;;
50;871;12;110301;-1.73743;29.24298;588;160;156.46;V3011438_12.TOB;Near Plant Monitoring/2011;;;
50;872;13;110301;-1.73603;29.24671;606;160;156.65;V3011438_13.TOB;Near Plant Monitoring/2011;;;
50;873;14;110301;-1.73262;29.24811;592;160;156.49;V3011438_14.TOB;Near Plant Monitoring/2011;;;
50;874;15;110301;-1.7311;29.2499;795;80;93.01;V3011438_15.TOB;Near Plant Monitoring/2011;;;
53;916;2;110608;-1.72672;29.24793;833;160;156.92;V6090909_2.TOB;Near Plant Monitoring/2011;;;
53;917;3;110608;-1.72533;29.24556;816;160;156.04;V6090909_3.TOB;Near Plant Monitoring/2011;;;
53;918;4;110608;-1.72478;29.24243;825;160;156.89;V6090909_4.TOB;Near Plant Monitoring/2011;;;
53;919;5;110608;-1.72549;29.23958;818;160;156.88;V6090909_5.TOB;Near Plant Monitoring/2011;;;
53;920;7;110608;-1.7272;29.23741;818;160;153.37;V6090909_7.TOB;Near Plant Monitoring/2011;;;
53;921;8;110608;-1.72941;29.23631;791;160;154.28;V6090909_8.TOB;Near Plant Monitoring/2011;;;
53;922;9;110608;-1.7406;29.24289;0;160;156.57;V6090909_9.TOB;Near Plant Monitoring/2011;;;
53;923;10;110608;-1.7323;29.24283;0;160;156.23;V6090909_10.TOB;Near Plant Monitoring/2011;;;
53;924;11;110608;-1.73223;29.24273;0;160;156.2;V6090909_11.TOB;Near Plant Monitoring/2011;;;
53;925;12;110608;-1.73216;29.24274;0;160;156.42;V6090909_12.TOB;Near Plant Monitoring/2011;;;
53;926;13;110608;-1.73218;29.24277;0;bucket;0.1;V6090909_13.TOB;Near Plant Monitoring/2011;;;
53;927;14;110608;-1.73244;29.25054;858;160;156.05;V6090909_14.TOB;Near Plant Monitoring/2011;;;
53;928;15;110608;-1.73523;29.24953;822;160;156.19;V6090909_15.TOB;Near Plant Monitoring/2011;;;
53;929;16;110608;-1.73754;29.24791;822;160;155.92;V6090909_16.TOB;Near Plant Monitoring/2011;;;
53;930;17;110608;-1.73897;29.24531;807;160;156.12;V6090909_17.TOB;Near Plant Monitoring/2011;;;
53;931;18;110608;-1.73931;29.24384;793;160;155.94;V6090909_18.TOB;Near Plant Monitoring/2011;;;
53;932;19;110608;-1.73853;29.23943;800;160;156.16;V6090909_19.TOB;Near Plant Monitoring/2011;;;
53;933;20;110608;-1.73636;29.23703;795;160;156.36;V6090909_20.TOB;Near Plant Monitoring/2011;;;
53;934;21;110608;-1.73339;29.23583;792;160;156.41;V6090909_21.TOB;Near Plant Monitoring/2011;;;
53;935;22;110608;-1.73243;29.23809;529;80;78.15;V6090909_22.TOB;Near Plant Monitoring/2011;;;
54;938;3;110620;-1.73224;29.24288;0;160;156.12;V6201519_3.TOB;Near Plant Monitoring/2011;;;
54;939;4;110620;-1.7322;29.24274;0;160;156.54;V6201519_4.TOB;Near Plant Monitoring/2011;;;
54;940;5;110620;-1.73213;29.24279;0;160;156.53;V6201519_5.TOB;Near Plant Monitoring/2011;;;
54;941;7;110620;-1.73223;29.24293;0;160;156.47;V6201519_7.TOB;Near Plant Monitoring/2011;;;
54;942;8;110620;-1.73233;29.24283;0;160;156.12;V6201519_8.TOB;Near Plant Monitoring/2011;;;
54;943;9;110620;-1.73222;29.24276;0;160;156.42;V6201519_9.TOB;Near Plant Monitoring/2011;;;
54;944;10;110620;-1.73216;29.24285;0;160;156.47;V6201519_10.TOB;Near Plant Monitoring/2011;;;
55;945;4;110713;-1.7248;29.23712;1380;80;78.29;V7131608_4.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;946;5;110713;-1.72387;29.23753;1100;160;155.74;V7131608_5.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;947;6;110713;-1.7226;29.24028;1100;160;155.54;V7131608_6.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;948;7;110713;-1.72575;29.23541;1100;160;155.44;V7131608_7.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;949;8;110713;-1.72743;29.23627;889;160;155.54;V7131608_8.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;950;9;110713;-1.72513;29.23842;925;160;156.18;V7131608_9.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;951;10;110713;-1.72443;29.23988;893;160;155.91;V7131608_10.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;952;11;110713;-1.72688;29.23946;697;160;154.94;V7131608_11.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;953;12;110713;-1.72896;29.23762;693;160;155.52;V7131608_12.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;954;14;110713;-1.72593;29.24228;700;160;155.64;V7131608_14.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;955;15;110713;-1.72756;29.24262;511;160;155.18;V7131608_15.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;956;16;110713;-1.72874;29.23998;505;160;155.85;V7131608_16.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;957;17;110713;-1.73099;29.23857;502;160;155.68;V7131608_17.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;958;18;110713;-1.73225;29.2429;0;160;155.58;V7131608_18.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;959;19;110713;-1.73233;29.24287;0;160;155.48;V7131608_19.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;960;20;110713;-1.7322;29.24272;0;160;155.89;V7131608_20.TOB;Near Plant Monitoring/2011;7.41;;3.86
55;961;21;110713;-1.73217;29.2428;0;160;156.24;V7131608_21.TOB;Near Plant Monitoring/2011;7.41;;3.86
56;963;2;110811;-1.73208;29.24111;191.5;80;67.69;V8111342_2.TOB;Near Plant Monitoring/2011;7.23;;3
56;964;3;110811;-1.73243;29.24182;117;340;332.58;V8111342_3.TOB;Near Plant Monitoring/2011;7.23;;3
56;965;4;110811;-1.73208;29.24458;190;160;155.87;V8111342_4.TOB;Near Plant Monitoring/2011;7.23;;3
56;966;12;110817;-1.73112;29.24433;200;80;81.05;V8171338_12.TOB;Near Plant Monitoring/2011;7.23;;3
56;967;13;110817;-1.73186;29.2437;103;160;155.65;V8171338_13.TOB;Near Plant Monitoring/2011;7.23;;3
56;968;14;110817;-1.73208;29.24458;102;160;155.67;V8171338_14.TOB;Near Plant Monitoring/2011;7.23;;3
56;969;16;110817;-1.73203;29.24176;121;160;154.56;V8171338_16.TOB;Near Plant Monitoring/2011;7.23;;3
56;970;17;110817;-1.73108;29.2427;124;160;154.75;V8171338_17.TOB;Near Plant Monitoring/2011;7.23;;3
57;971;4;110823;-1.73208;29.24111;191.5;325;314.93;V8231611_4.TOB;Near Plant Monitoring/2011;6.91;;4.06
57;972;5;110823;-1.73243;29.24182;117;325;316.34;V8231611_5.TOB;Near Plant Monitoring/2011;6.91;;4.06
57;973;6;110823;-1.73208;29.24458;190;325;316.93;V8231611_6.TOB;Near Plant Monitoring/2011;6.91;;4.06
58;974;1;111212;-1.73025;29.24323;229;160;155.29;111212_71.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;975;2;111212;-1.73022;29.24244;230;160;155.26;111212_72.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;976;3;111212;-1.7305;29.24212;205;160;154.41;111212_73.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;977;4;111212;-1.73229;29.24111;193;160;153.89;111212_74.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;978;5;111212;-1.73336;29.24198;227;160;151.31;111212_75.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;979;6;111212;-1.73328;29.24366;237;160;153.17;111212_76.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;980;7;111212;-1.73127;29.2443;200;160;151.86;111212_77.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;981;8;111212;-1.73218;29.24272;0;160;155.38;111212_78.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;982;9;111212;-1.73214;29.24288;0;160;155.54;111212_79.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;983;10;111212;-1.73227;29.24286;0;160;155.48;111212_710.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;984;11;111212;-1.73228;29.24373;0;160;155.29;111212_711.TOB;Near Plant Monitoring/2011;6.89;;4.29
58;985;12;111212;-1.72997;29.2432;249;80;77.87;111212_712.TOB;Near Plant Monitoring/2011;6.89;;4.29
59;;1;120124;-1.73234;29.24448;186.5;80;78.25;W1260938_1.TOB;Near Plant Monitoring/2012;7.22;;4.49
59;;2;120124;-1.7322;29.24292;0;300;293.02;W1260938_2.TOB;Near Plant Monitoring/2012;7.22;;4.49
59;;3;120124;-1.73225;29.24287;0;300;293.7;W1260938_3.TOB;Near Plant Monitoring/2012;7.22;;4.49
59;;4;120124;-1.73225;29.24277;0;300;293.45;W1260938_4.TOB;Near Plant Monitoring/2012;7.22;;4.49
59;;5;120124;-1.73212;29.2428;0;300;293.6;W1260938_5.TOB;Near Plant Monitoring/2012;7.22;;4.49
60;;1;120215;-1.73202;29.24634;392;155;155.39;W2151549_1.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;2;120215;-1.72943;29.24528;407;156;156;W2151549_2.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;3;120215;-1.72868;29.24332;393;156;155.63;W2151549_3.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;4;120215;-1.72914;29.24062;424;156;155.59;W2151549_4.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;5;120215;-1.73162;29.23915;368;156;155.63;W2151549_5.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;6;120215;-1.73402;29.24008;368;155;155.27;W2151549_6.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;7;120215;-1.73592;29.2426;411;156;154.2;W2151549_7.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;8;120215;-1.73453;29.24555;390;154;156.32;W2151549_8.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;9;120215;-1.73225;29.24283;0;152;152.24;W2151549_9.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;10;120215;-1.73233;29.24283;0;155;155.08;W2151549_10.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;11;120215;-1.73225;29.2427;0;156;155.72;W2151549_11.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;12;120215;-1.73218;29.24278;0;156;156.32;W2151549_12.TOB;Near Plant Monitoring/2012;7.64;;4.6
60;;13;120215;-1.73036;29.24725;527;78;77.5;W2151549_13.TOB;Near Plant Monitoring/2012;7.64;;4.6
61;;1;120320;-2.07761;29.20481;479;94.7;94.72;W3221637_11.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
61;;2;120320;-2.08003;29.20409;194;371.4;371.31;W3221637_12.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
61;;3;120320;-2.07747;29.20934;705;365;365;W3221637_13.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
61;;4;120321;-2.08186;29.19708;678;364.6;364.59;W3221637_14.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
61;;5;120321;-2.08334;29.20793;636;366.8;366.69;W3221637_15.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
61;;6;120321;-2.07898;29.21683;1565;364.5;364.53;W3221637_16.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
61;;7;120321;-2.07598;29.24398;3795;305.1;304.76;W3221637_18.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
61;;8;120321;-2.07158;29.27209;7770;224.9;224.47;W3221637_19.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
61;;9;120321;-2.06691;29.30028;10870;163.1;163.08;W3221637_21.TOB;Lake Wide Monitoring/2012;7.96;9.73;4.92
62;;3;120424;-1.73142;29.24638;410;160;155.23;W4241705_3.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;5;120424;-1.72996;29.24556;400;160;154.91;W4241705_5.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;8;120424;-1.7322;29.24292;0;160;155.02;W4241705_8.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;9;120424;-1.73212;29.24282;0;160;155.41;W4241705_9.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;10;120424;-1.73212;29.24277;0;160;155.6;W4241705_10.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;11;120424;-1.73225;29.24287;0;160;155.47;W4241705_11.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;12;120424;-1.72943;29.24383;385;160;153.19;W4241705_12.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;13;120424;-1.72974;29.24298;360;160;155;W4241705_13.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;14;120424;-1.72993;29.24042;375;160;153.83;W4241705_14.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;16;120424;-1.73167;29.23938;404;160;152.5;W4241705_16.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;17;120424;-1.73369;29.23945;417;160;153.35;W4241705_17.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;18;120424;-1.73498;29.24037;419;160;155.04;W4241705_18.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;20;120424;-1.73573;29.24183;411;160;153.3;W4241705_20.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;21;120424;-1.73577;29.24373;407;160;154.03;W4241705_21.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;22;120424;-1.73483;29.24533;405;160;151.65;W4241705_22.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;24;120424;-1.73323;29.24643;410;160;153.68;W4241705_24.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;25;120424;-1.73133;29.24634;390;160;154.81;W4241705_25.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
62;;26;120424;-1.73046;29.24751;692;80;77.45;W4241705_26.TOB;Near Plant Monitoring/2012;8.06;9.82;5.06
63;;3;120425;-2.07774;29.20138;400;371.094;371.09;W4261507_3.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
63;;4;120425;-2.08197;29.19993;351;369.88;369.88;W4261507_4.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
63;;5;120425;-2.08538;29.20442;457;370.126;370.13;W4261507_5.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
63;;6;120425;-2.08157;29.20743;499;369.832;369.83;W4261507_6.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
63;;7;120425;-2.08228;29.20317;99;369.726;369.73;W4261507_7.TOB;Near Plant Monitoring/2012;7.89;9.38;5.05
