Campaign_number:;Profile_count:;Profile:;date:;Latitude_S_(digital):;Longitude_E_(digital):;Distance_to_GEF_(m):;Rope_length_(m):;Max_depth_(m):;TOB_name_in_Database:;Purpose_of_sampling:;pH_Calibration_(7):;pH_Calibration_(9):;pH_Calibration_(4):
18;306;12;90312;-1.73257;29.24563;312;160;158.61;T3130847_12.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;307;13;90312;-1.7317;29.2456;313;160;158.38;T3130847_13.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;308;14;90312;-1.73535;29.24455;401;160;152.8;T3130847_14.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;309;15;90312;-1.73409;29.2459;402;160;157.68;T3130847_15.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;310;16;90312;-1.73243;29.24648;405;160;155.45;T3130847_16.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;311;17;90312;-1.73095;29.24425;208;160;158.05;T3130847_17.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;312;18;90312;-1.73047;29.24352;205;160;157.83;T3130847_18.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;313;19;90312;-1.73031;29.24267;209;160;158.1;T3130847_19.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;314;20;90312;-1.73055;29.24183;214;160;158.18;T3130847_20.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;315;21;90312;-1.73056;29.245;301;160;158.59;T3130847_21.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;316;22;90312;-1.72992;29.24446;308;160;157.8;T3130847_22.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;317;23;90312;-1.72958;29.24374;305;160;157.06;T3130847_23.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;318;24;90312;-1.72945;29.24285;303;160;156.99;T3130847_24.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;319;25;90312;-1.73003;29.24573;401;160;157.17;T3130847_25.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;320;26;90312;-1.72893;29.24435;402;160;158.07;T3130847_26.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;321;27;90312;-1.72856;29.24258;403.6;160;156.32;T3130847_27.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
18;322;28;90312;-1.73218;29.24273;0;160;0.01;T3130847_28.TOB;Near Plant Monitoring/2009;7.94;9.65;5.07
19;323;5;90324;-1.73451;29.24355;268;160;157.8;T3251016_5.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;324;6;90324;-1.73354;29.24398;198;160;158.41;T3251016_6.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;325;9;90324;-1.73265;29.24478;222;160;157.36;T3251016_9.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;326;10;90324;-1.73182;29.24465;206;160;157.87;T3251016_10.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;327;11;90324;-1.73112;29.2443;200;160;157.72;T3251016_11.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;328;12;90324;-1.7357;29.24384;408;160;156.67;T3251016_12.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;329;13;90324;-1.73477;29.24523;392;160;158.23;T3251016_13.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;330;14;90324;-1.73322;29.24628;401;160;158.1;T3251016_14.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;331;15;90324;-1.73128;29.24624;392;160;156.89;T3251016_15.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;332;16;90324;-1.7371;29.24436;575;160;155.13;T3251016_16.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;333;17;90324;-1.73598;29.24645;584;160;151.81;T3251016_17.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;334;18;90324;-1.73412;29.24789;603;160;156.45;T3251016_18.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;335;19;90324;-1.73161;29.2482;601;160;156.62;T3251016_19.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;336;20;90324;-1.72943;29.24754;606;160;157.37;T3251016_20.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;337;21;90324;-1.73035;29.24338;212;160;157.44;T3251016_21.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;338;22;90324;-1.73039;29.24245;203;160;157.83;T3251016_22.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;339;23;90324;-1.73081;29.24164;202;160;157.7;T3251016_23.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;340;24;90324;-1.72958;29.24544;409;160;158;T3251016_24.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;341;25;90324;-1.72899;29.24474;414;160;157.67;T3251016_25.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
19;342;27;90324;-1.73215;29.24279;0;160;-0.23;T3251016_27.TOB;Near Plant Monitoring/2009;7.88;9.73;4.72
20;343;2;90519;-1.73214;29.24278;0;160;0.22;T5191610_2.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;344;3;90519;-1.72967;29.24865;705;160;158.03;T5191610_3.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;345;4;90519;-1.72812;29.24758;695;160;156.57;T5191610_4.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;346;5;90519;-1.72683;29.24641;716;160;156.04;T5191610_5.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;347;6;90519;-1.72628;29.24477;691;160;156.31;T5191610_6.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;348;7;90519;-1.72606;29.24323;689;160;153.07;T5191610_7.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;349;8;90519;-1.72624;29.24128;687;160;156.99;T5191610_8.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;350;9;90519;-1.72678;29.23977;691;160;157.1;T5191610_9.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;351;10;90519;-1.72788;29.23839;688;160;156.84;T5191610_10.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;352;13;90519;-1.72941;29.23751;669;160;155.72;T5191610_13.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;353;14;90519;-1.73096;29.23674;692;160;155.92;T5191610_14.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;354;16;90519;-1.7327;29.23678;679;160;158.82;T5191610_16.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;355;17;90519;-1.73453;29.23725;677;160;158.92;T5191610_17.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;356;18;90519;-1.7363;29.23825;687;160;159.67;T5191610_18.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;357;20;90519;-1.73778;29.2395;706;160;158.78;T5191610_20.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;358;21;90519;-1.73832;29.24135;709;160;158.51;T5191610_21.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;359;22;90519;-1.73833;29.24327;690;160;156.73;T5191610_22.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;360;23;90519;-1.73831;29.24521;734;160;157.54;T5191610_23.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;361;25;90519;-1.73728;29.24688;724;160;155.97;T5191610_25.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;362;26;90519;-1.73586;29.24813;717;160;156.26;T5191610_26.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;363;27;90519;-1.73416;29.24898;716;160;156.87;T5191610_27.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;364;28;90519;-1.73218;29.24919;707;160;155.43;T5191610_28.TOB;Near Plant Monitoring/2009;8.4;10;5.26
20;365;29;90519;-1.7303;29.24907;710;160;155.94;T5191610_29.TOB;Near Plant Monitoring/2009;8.4;10;5.26
22;383;A1;90610;-1.72687;29.23911;712;360;353.09;T6101450_2.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;384;A2;90610;-1.72675;29.23811;801;360;353.86;T6101450_5.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;385;A3;90610;-1.72667;29.23714;882;360;353.1;T6101450_6.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;386;A4;90610;-1.7268;29.23613;957;360;349.38;T6101450_7.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;387;B1;90610;-1.72593;29.23858;842;360;332.05;T6101450_8.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;388;B2;90610;-1.72583;29.23791;895;360;341.7;T6101450_9.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;389;B3;90610;-1.72583;29.23686;970;360;338.56;T6101450_10.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;390;B4;90610;-1.72557;29.23635;1003;360;349.99;T6101450_11.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;391;C1;90610;-1.72475;29.23917;923;360;332.16;T6101450_12.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;392;C2;90610;-1.72476;29.23778;988;360;330.06;T6101450_13.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
22;393;C3;90610;-1.72453;29.23718;1006;360;309.67;T6101450_14.TOB;Near Plant Monitoring/2009;8.51;10.09;5.34
23;394;OX_1;90616;-1.72562;29.24784;885.2;80;73.96;T6161738_3.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;395;OX_2;90616;-1.72468;29.24617;911.8;80;78.73;T6161738_4.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;396;OX_3;90616;-1.72423;29.24473;908.05;80;73.77;T6161738_5.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;397;OX_4;90616;-1.7241;29.24403;902.55;80;75.66;T6161738_6.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;398;A1;90616;-1.72687;29.23911;829.75;360;350.4;T6161738_8.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;399;A2;90616;-1.72656;29.23797;827.2;360;354.39;T6161738_9.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;400;A3;90616;-1.72658;29.23722;882.5;360;356.36;T6161738_10.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;401;A4;90616;-1.72667;29.23638;941.55;360;357.01;T6161738_11.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;402;B1;90616;-1.72593;29.23858;848.5;360;353.7;T6161738_12.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;403;B2;90616;-1.7256;29.2382;900.6;360;354.99;T6161738_13.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;404;B3;90616;-1.72566;29.23715;950.6;360;354.46;T6161738_14.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;405;B4;90616;-1.72581;29.23615;1003;360;353.61;T6161738_15.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;406;C1;90616;-1.72483;29.23887;939.3;360;347.87;T6161738_16.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;407;C2;90616;-1.72478;29.2379;990.4;360;349.21;T6161738_17.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;408;C3;90616;-1.72483;29.23713;1004;360;355.18;T6161738_18.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;409;C4;90616;-1.72483;29.23631;1009.5;360;350.86;T6161738_19.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;410;D1;90616;-1.72386;29.23922;1001.5;360;353.79;T6161738_20.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;411;D2;90616;-1.72395;29.23786;1007.5;360;353.19;T6161738_21.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;412;D3;90616;-1.72389;29.23699;1013;360;350.18;T6161738_22.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
23;413;D4;90616;-1.72411;29.23628;1016;360;354.87;T6161738_23.TOB;Near Plant Monitoring/2009;8.56;10.13;5.38
24;414;A1;90622;-1.72679;29.23936;711;360;350.74;T6161738_215.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;415;A2;90622;-1.72673;29.23826;788;360;349.44;T6161738_216.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;416;A3;90622;-1.72674;29.2374;854;360;351.39;T6161738_217.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;417;A4;90622;-1.72683;29.23656;910;360;347.3;T6161738_218.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;418;B1;90622;-1.72579;29.2394;801;360;347.12;T6161738_211.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;419;B2;90622;-1.72579;29.23846;849;360;343.06;T6161738_212.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;420;B3;90622;-1.7258;29.23754;910;360;340.9;T6161738_213.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;421;B4;90622;-1.72594;29.23654;985;360;340.9;T6161738_214.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;422;C1;90622;-1.72491;29.23926;903;360;351.68;T6161738_27.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;423;C2;90622;-1.72481;29.2383;959;360;350.06;T6161738_28.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;424;C3;90622;-1.72478;29.23725;1002;360;344.78;T6161738_29.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;425;C4;90622;-1.72486;29.23668;1007;360;344.28;T6161738_210.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;426;D1;90622;-1.72397;29.23926;994;360;352.67;T6161738_223.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;427;D2;90622;-1.72398;29.23838;1004;360;353.38;T6161738_24.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;428;D3;90622;-1.72399;29.23733;1010;360;352.81;T6161738_25.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
24;429;D4;90622;-1.72405;29.2366;1013;360;356.87;T6161738_26.TOB;Near Plant Monitoring/2009;8.57;10.12;5.69
25;430;7;90714;-1.73221;29.24276;0;0;0.08;T7141336_7.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;431;8;90714;-1.73153;29.24544;299;160;157.68;T7141336_8.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;432;9;90714;-1.73079;29.24501;287;160;156.97;T7141336_9.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;433;10;90714;-1.73015;29.24443;287;160;158.67;T7141336_10.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;434;12;90714;-1.72963;29.24344;292;160;157.15;T7141336_12.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;435;13;90714;-1.72953;29.2424;299;160;157.13;T7141336_13.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;436;14;90714;-1.72986;29.24153;297;160;157.37;T7141336_14.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;437;15;90714;-1.73077;29.24044;310;160;157.13;T7141336_15.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;438;16;90714;-1.73181;29.24007;311;160;157.13;T7141336_16.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;439;17;90714;-1.73286;29.2402;304;160;158.02;T7141336_17.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;440;18;90714;-1.73406;29.24076;311;160;157.21;T7141336_18.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;441;20;90714;-1.73467;29.24158;311;160;157.39;T7141336_20.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;442;21;90714;-1.7348;29.24259;296;160;157.17;T7141336_21.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;443;22;90714;-1.73496;29.24354;319;160;157.63;T7141336_22.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;444;24;90714;-1.73438;29.2443;295;160;158.22;T7141336_24.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;445;25;90714;-1.7336;29.24525;312;160;157.03;T7141336_25.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;446;27;90714;-1.73274;29.24525;277;160;157.2;T7141336_27.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;447;28;90714;-1.73191;29.24543;291;160;157.89;T7141336_28.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
25;448;29;90714;-1.73103;-1.73103;296;160;156.59;T7141336_29.TOB;Near Plant Monitoring/2009;8.67;10.16;5.49
26;449;3;90721;-1.73462;29.24352;282.9;160;160.52;T7211313_3.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;450;4;90721;-1.73393;29.24373;219;160;155.27;T7211313_4.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;451;5;90721;-1.73328;29.24431;205;160;156.53;T7211313_5.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;452;6;90721;-1.73247;29.24468;208;160;157.79;T7211313_6.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;453;7;90721;-1.73574;29.24386;413;160;156.05;T7211313_7.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;454;8;90721;-1.72658;29.24548;422;160;156.17;T7211313_8.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;455;9;90721;-1.73327;29.24629;403;160;155.89;T7211313_9.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;456;11;90721;-1.73148;29.24653;418;160;156.65;T7211313_11.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;457;12;90721;-1.73725;29.24455;596;160;155.72;T7211313_12.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;458;13;90721;-1.73606;29.24662;603;160;156.62;T7211313_13.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;459;15;90721;-1.73419;29.24797;613;160;156.37;T7211313_15.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;460;16;90721;-1.73194;29.24829;607;160;154.61;T7211313_16.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;461;17;90721;-1.72976;29.24787;620;160;154.62;T7211313_17.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;462;18;90721;-1.72793;29.24643;620;160;149.62;T7211313_18.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;463;19;90721;-1.72989;29.24571;403;160;154.17;T7211313_19.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;464;21;90721;-1.72876;29.24428;413;160;152.97;T7211313_21.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;465;23;90721;-1.7311;29.2443;202;160;154.78;T7211313_23.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;466;24;90721;-1.73062;29.24368;198;160;152.73;T7211313_24.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;467;26;90721;-1.73036;29.24282;203;160;154.27;T7211313_26.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;468;27;90721;-1.73063;29.24203;194;160;157.21;T7211313_27.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
26;469;28;90721;-1.73225;29.2429;0;0;0.1;T7211313_28.TOB;Near Plant Monitoring/2009;8.66;10.15;5.52
27;470;4;90819;-1.73403;29.24294;205;160;156.29;T8191321_4.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;471;5;90819;-1.7337;29.2438;199;160;156.44;T8191321_5.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;472;6;90819;-1.73307;29.2443;192;160;156;T8191321_6.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;473;7;90819;-1.73197;29.24455;193;160;156.24;T8191321_7.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;474;8;90819;-1.73573;29.24365;406;160;156.53;T8191321_8.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;475;9;90819;-1.72659;29.24531;412;160;155.13;T8191321_9.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;476;10;90819;-1.73333;29.24619;395;160;156.81;T8191321_10.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;477;11;90819;-1.73157;29.24633;394;160;155.61;T8191321_11.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;478;12;90819;-1.73731;29.24454;602;160;156.65;T8191321_12.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;479;14;90819;-1.73615;29.24655;604;160;156.78;T8191321_14.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;480;16;90819;-1.73435;29.24788;603;160;156.43;T8191321_16.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;481;17;90819;-1.73212;29.24834;611;160;156.64;T8191321_17.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;482;18;90819;-1.73005;29.24774;595;160;157.25;T8191321_18.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;483;19;90819;-1.72809;29.24648;610;160;156.68;T8191321_19.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;484;20;90819;-1.72992;29.24255;392;160;156.86;T8191321_20.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;485;21;90819;-1.7287;29.2442;411;160;156.44;T8191321_21.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;486;22;90819;-1.72835;29.24212;434;160;149.25;T8191321_22.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;487;23;90819;-1.73073;29.24395;205;160;150.4;T8191321_23.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;488;24;90819;-1.73039;29.24283;200;160;155.37;T8191321_24.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;489;25;90819;-1.73022;29.24183;250;160;156.44;T8191321_25.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
27;490;26;90819;-1.73216;29.24273;0;0;0.1;T8191321_26.TOB;Near Plant Monitoring/2009;8.69;10.15;5.57
28;491;2;90825;-1.73597;29.24537;507;160;155.86;T8271033_2.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;492;3;90825;-1.73443;29.24685;511;160;156.54;T8271033_3.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;493;4;90825;-1.73272;29.24731;501;160;155.11;T8271033_4.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;494;5;90825;-1.73097;29.24719;503;160;155.61;T8271033_5.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;495;6;90825;-1.73726;29.24653;701;160;155.55;T8271033_6.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;496;7;90825;-1.73577;29.24837;733;160;156.18;T8271033_7.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;497;8;90825;-1.73327;29.24901;697;160;154.39;T8271033_8.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;498;9;90825;-1.73097;29.24902;701;160;156.58;T8271033_9.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;499;10;90825;-1.72877;29.2482;708;160;155.28;T8271033_10.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;500;11;90825;-1.73848;29.24803;908;160;155.52;T8271033_11.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;501;12;90825;-1.73605;29.25001;905;160;156.71;T8271033_12.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;502;13;90825;-1.73291;29.25097;909;160;154.83;T8271033_13.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;503;14;90825;-1.72988;29.25063;907;160;155.6;T8271033_14.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;504;15;90825;-1.72723;29.2493;905;160;156.61;T8271033_15.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;505;16;90825;-1.72497;29.2469;912;160;154.9;T8271033_16.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;506;17;90825;-1.72692;29.24651;714;160;155.95;T8271033_17.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;507;18;90825;-1.72604;29.24425;701;160;155.2;T8271033_18.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;508;19;90825;-1.72587;29.24225;706;160;151.99;T8271033_19.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;509;20;90825;-1.72932;29.24632;502;160;156.05;T8271033_20.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;510;21;90825;-1.72803;29.24485;513;160;155.83;T8271033_21.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;511;22;90825;-1.7276;29.24303;509;160;156.7;T8271033_22.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
28;512;23;90825;-1.73213;29.24282;0;0;3.57;T8271033_23.TOB;Near Plant Monitoring/2009;8.71;10.17;5.58
29;513;3;91117;-1.73142;29.24543;308;160;156.99;TB171400_3.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;514;4;91117;-1.73067;29.24518;310;160;155.26;TB171400_4.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;515;5;91117;-1.73006;29.24463;304;160;155.94;TB171400_5.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;516;6;91117;-1.72953;29.24376;310;160;156.75;TB171400_6.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;517;7;91117;-1.72933;29.24292;314;160;154.22;TB171400_7.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;518;8;91117;-1.72964;29.2421;294;160;155.71;TB171400_8.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;519;9;91117;-1.72991;29.24125;308;160;155.94;TB171400_9.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;520;10;91117;-1.73059;29.24062;304;160;151.84;TB171400_10.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;521;11;91117;-1.73131;29.24019;310;160;155.05;TB171400_11.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;522;12;91117;-1.73218;29.24008;308;160;152.64;TB171400_12.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;523;13;91117;-1.733;29.24028;299;160;152.89;TB171400_13.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;524;14;91117;-1.73386;29.24089;292;160;156.13;TB171400_14.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;525;15;91117;-1.73447;29.24178;289;160;155.14;TB171400_15.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;526;16;91117;-1.7347;29.24258;283;160;155.59;TB171400_16.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;527;17;91117;-1.73462;29.24365;287;160;157.59;TB171400_17.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;528;18;91117;-1.73424;29.24463;304;160;152.61;TB171400_18.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;529;19;91117;-1.7334;29.24513;289;160;154.53;TB171400_19.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;530;20;91117;-1.73243;29.24538;285;160;153.85;TB171400_20.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;531;21;91117;-1.73137;29.24527;271;300;296.2;TB171400_21.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
29;532;22;91117;-1.73232;29.24287;0;0;0.28;TB171400_22.TOB;Near Plant Monitoring/2009;8.68;10.1;5.59
30;533;3;91208;-1.731283;29.245392;300;70;79.47;TC081409_3.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
30;534;5;91208;-1.731283;29.245383;300;160;164.24;TC081409_5.TOB;Near Plant Monitoring/2009;8.7;10.23;5.78
