ind;press;temp
387;18.51935593;25.376
388;18.52735593;25.376
389;18.51935593;25.376
390;18.57235593;25.378
391;18.63435593;25.374
392;18.71435593;25.373
393;18.80335593;25.369
394;18.82035593;25.368
395;18.82035593;25.365
396;18.83835593;25.365
397;18.86535593;25.365
398;18.91835593;25.364
399;18.96235593;25.363
400;19.01535593;25.361
401;19.05135593;25.358
402;19.06935593;25.358
403;19.11335593;25.358
404;19.19335593;25.357
405;19.27335593;25.352
406;19.36235593;25.345
407;19.42435593;25.343
408;19.43335593;25.342
409;19.43335593;25.341
410;19.45935593;25.342
411;19.53935593;25.34
412;19.60135593;25.338
413;19.63735593;25.335
414;19.70835593;25.334
415;19.75235593;25.332
416;19.78735593;25.329
417;19.86735593;25.327
418;19.95635593;25.324
419;20.01835593;25.318
420;20.01835593;25.316
421;20.02735593;25.318
422;20.04535593;25.316
423;20.05435593;25.316
424;20.10735593;25.316
425;20.21335593;25.309
426;20.31135593;25.301
427;20.40035593;25.292
428;20.46235593;25.292
429;20.48035593;25.289
430;20.42635593;25.289
431;20.43535593;25.29
432;20.47135593;25.289
433;20.51535593;25.287
434;20.56835593;25.282
435;20.60435593;25.277
436;20.62235593;25.278
437;20.64835593;25.277
438;20.68435593;25.276
439;20.77235593;25.275
440;20.91435593;25.267
441;21.00335593;25.262
442;21.04835593;25.257
443;21.05635593;25.255
444;21.03935593;25.256
445;21.03035593;25.257
446;21.07435593;25.258
447;21.13635593;25.255
448;21.18135593;25.253
449;21.22535593;25.251
450;21.25235593;25.249
451;21.32335593;25.247
452;21.36735593;25.247
453;21.42935593;25.247
454;21.49135593;25.243
455;21.58935593;25.244
456;21.65135593;25.24
457;21.66035593;25.236
458;21.66035593;25.234
459;21.66935593;25.234
460;21.72235593;25.234
461;21.78435593;25.232
462;21.86435593;25.226
463;22.01535593;25.216
464;22.10435593;25.208
465;22.11335593;25.204
466;22.11335593;25.201
467;22.13935593;25.202
468;22.19235593;25.202
469;22.21035593;25.2
470;22.29035593;25.192
471;22.29935593;25.185
472;22.35235593;25.181
473;22.35235593;25.181
474;22.37035593;25.179
475;22.45035593;25.175
476;22.56535593;25.165
477;22.68135593;25.158
478;22.76935593;25.142
479;22.78735593;25.138
480;22.73435593;25.141
481;22.65435593;25.146
482;22.62735593;25.149
483;22.64535593;25.152
484;22.73435593;25.15
485;22.82335593;25.141
486;22.91135593;25.133
487;22.95635593;25.129
488;23.02735593;25.123
489;23.07135593;25.123
490;23.14235593;25.12
491;23.16035593;25.114
492;23.11535593;25.116
493;23.09835593;25.117
494;23.10735593;25.117
495;23.12435593;25.116
496;23.19535593;25.105
497;23.34635593;25.086
498;23.45335593;25.062
499;23.53335593;25.049
500;23.57735593;25.044
501;23.57735593;25.044
502;23.58635593;25.043
503;23.63035593;25.044
504;23.68435593;25.041
505;23.76335593;25.041
506;23.82635593;25.033
507;23.86135593;25.032
508;23.88835593;25.031
509;23.90535593;25.028
510;23.94135593;25.029
