ind;press;temp
2050;81.97935593;23.087
2051;81.93435593;23.088
2052;81.97035593;23.087
2053;81.97035593;23.09
2054;82.08635593;23.088
2055;82.24635593;23.087
2056;82.34435593;23.087
2057;82.38935593;23.089
2058;82.38935593;23.087
2059;82.38935593;23.087
2060;82.38935593;23.089
2061;82.43435593;23.088
2062;82.54135593;23.087
2063;82.69235593;23.087
2064;82.75535593;23.088
2065;82.78135593;23.087
2066;82.81735593;23.087
2067;82.79035593;23.089
2068;82.79035593;23.087
2069;82.80835593;23.089
2070;82.88835593;23.087
2071;83.01335593;23.088
2072;83.08435593;23.087
2073;83.12935593;23.088
2074;83.16535593;23.089
2075;83.17435593;23.087
2076;83.21835593;23.089
2077;83.28935593;23.086
2078;83.37935593;23.089
2079;83.48635593;23.089
2080;83.56635593;23.088
2081;83.53035593;23.088
2082;83.50335593;23.087
2083;83.45935593;23.087
2084;83.43235593;23.089
2085;83.47735593;23.087
2086;83.60135593;23.089
2087;83.77135593;23.087
2088;83.90535593;23.088
2089;83.99435593;23.089
2090;84.02035593;23.087
2091;84.01235593;23.09
2092;83.95835593;23.088
2093;83.86935593;23.089
2094;83.90535593;23.089
2095;83.98535593;23.088
2096;84.08335593;23.087
2097;84.23435593;23.089
2098;84.35935593;23.09
2099;84.43135593;23.088
2100;84.44835593;23.089
2101;84.42235593;23.09
2102;84.33235593;23.089
2103;84.28835593;23.089
2104;84.27935593;23.09
2105;84.31535593;23.088
2106;84.45735593;23.09
2107;84.59135593;23.088
2108;84.69835593;23.089
2109;84.78735593;23.092
2110;84.83235593;23.092
2111;84.81435593;23.09
2112;84.76035593;23.089
2113;84.71635593;23.09
2114;84.72535593;23.092
2115;84.79635593;23.09
2116;84.86735593;23.09
2117;84.97435593;23.093
2118;85.05535593;23.092
2119;85.16235593;23.09
2120;85.21535593;23.093
2121;85.29535593;23.093
2122;85.37635593;23.093
2123;85.44735593;23.093
2124;85.44735593;23.093
2125;85.42935593;23.093
2126;85.45635593;23.092
2127;85.45635593;23.09
2128;85.53635593;23.091
2129;85.63435593;23.093
2130;85.77735593;23.093
2131;85.91135593;23.093
2132;85.99135593;23.093
2133;85.96435593;23.093
2134;85.91135593;23.093
2135;85.89335593;23.092
2136;85.88435593;23.092
2137;85.86635593;23.092
2138;85.91135593;23.093
2139;86.01835593;23.093
2140;86.17835593;23.092
2141;86.32135593;23.093
2142;86.40135593;23.093
2143;86.42835593;23.093
2144;86.40135593;23.094
2145;86.32135593;23.093
2146;86.24935593;23.093
2147;86.24135593;23.094
2148;86.31235593;23.093
2149;86.40135593;23.094
2150;86.54435593;23.093
2151;86.66035593;23.093
2152;86.74935593;23.095
2153;86.82935593;23.094
2154;86.84735593;23.095
2155;86.80235593;23.096
2156;86.74035593;23.095
2157;86.72235593;23.095
2158;86.74935593;23.096
2159;86.84735593;23.096
2160;86.98135593;23.094
2161;87.14135593;23.096
2162;87.24835593;23.097
2163;87.31135593;23.098
2164;87.33735593;23.097
2165;87.29335593;23.099
2166;87.23935593;23.096
2167;87.18635593;23.094
2168;87.16835593;23.096
2169;87.26635593;23.097
2170;87.43535593;23.096
2171;87.56935593;23.099
2172;87.64035593;23.099
2173;87.66735593;23.099
2174;87.66735593;23.099
2175;87.66735593;23.098
2176;87.67635593;23.097
2177;87.71235593;23.099
2178;87.83735593;23.097
2179;88.00635593;23.097
2180;88.09535593;23.097
2181;88.12235593;23.097
2182;88.13135593;23.098
2183;88.12235593;23.1
2184;88.08635593;23.097
2185;88.09535593;23.099
2186;88.22035593;23.098
2187;88.32735593;23.098
2188;88.37235593;23.099
2189;88.36335593;23.098
2190;88.40735593;23.099
2191;88.42535593;23.099
2192;88.48835593;23.098
2193;88.58635593;23.099
2194;88.72835593;23.1
2195;88.80035593;23.1
2196;88.81835593;23.098
2197;88.80035593;23.099
2198;88.76435593;23.1
2199;88.78235593;23.101
2200;88.81835593;23.1
2201;88.92535593;23.1
2202;89.09435593;23.1
2203;89.23735593;23.1
2204;89.29935593;23.102
2205;89.33535593;23.1
2206;89.29935593;23.101
2207;89.22835593;23.101
2208;89.16535593;23.1
2209;89.13035593;23.1
2210;89.14835593;23.1
2211;89.26335593;23.101
2212;89.41535593;23.1
2213;89.55835593;23.102
2214;89.70035593;23.102
2215;89.71835593;23.1
2216;89.73635593;23.102
2217;89.72735593;23.101
2218;89.71835593;23.102
2219;89.79935593;23.099
2220;89.93235593;23.102
2221;90.03035593;23.103
2222;90.06635593;23.102
2223;90.07535593;23.102
2224;90.07535593;23.102
2225;90.13835593;23.102
2226;90.24535593;23.102
2227;90.42335593;23.102
2228;90.49435593;23.102
2229;90.53935593;23.103
2230;90.52135593;23.102
2231;90.41435593;23.102
2232;90.36935593;23.102
2233;90.39635593;23.101
2234;90.46835593;23.103
2235;90.55735593;23.102
2236;90.65535593;23.104
2237;90.75335593;23.103
2238;90.84235593;23.102
2239;90.86035593;23.103
2240;90.85135593;23.102
2241;90.83335593;23.103
2242;90.88735593;23.101
2243;90.89635593;23.103
2244;90.86935593;23.105
2245;90.87835593;23.103
2246;90.94035593;23.103
2247;91.07435593;23.103
2248;91.23535593;23.104
2249;91.41335593;23.103
2250;91.52035593;23.103
2251;91.54735593;23.104
2252;91.49335593;23.103
2253;91.44035593;23.103
2254;91.41335593;23.103
2255;91.44935593;23.102
2256;91.50235593;23.103
2257;91.60035593;23.103
2258;91.68935593;23.105
2259;91.76135593;23.104
2260;91.77935593;23.103
2261;91.80535593;23.103
2262;91.81435593;23.103
2263;91.84135593;23.104
2264;91.93935593;23.103
2265;92.09135593;23.102
2266;92.18935593;23.103
2267;92.21635593;23.104
2268;92.19835593;23.106
2269;92.22535593;23.104
2270;92.23435593;23.103
2271;92.32335593;23.103
2272;92.46535593;23.104
2273;92.56435593;23.104
2274;92.62635593;23.102
2275;92.62635593;23.103
2276;92.64435593;23.102
2277;92.64435593;23.103
2278;92.64435593;23.103
2279;92.70635593;23.103
2280;92.85835593;23.105
2281;92.95635593;23.105
2282;92.96535593;23.107
2283;92.92035593;23.106
2284;92.93835593;23.106
2285;93.01035593;23.105
2286;93.08135593;23.106
2287;93.19735593;23.109
2288;93.32235593;23.108
2289;93.42935593;23.109
2290;93.48235593;23.11
2291;93.42935593;23.111
2292;93.34935593;23.11
2293;93.31335593;23.11
2294;93.30435593;23.107
2295;93.36635593;23.11
2296;93.48235593;23.109
2297;93.58035593;23.111
2298;93.64335593;23.11
2299;93.64335593;23.11
2300;93.62535593;23.11
2301;93.64335593;23.109
2302;93.65235593;23.111
2303;93.72335593;23.11
2304;93.73235593;23.112
2305;93.74135593;23.11
2306;93.71435593;23.11
2307;93.78635593;23.112
2308;93.91135593;23.111
2309;94.08035593;23.113
2310;94.17835593;23.113
2311;94.22335593;23.116
2312;94.19635593;23.116
2313;94.17835593;23.115
2314;94.20535593;23.114
2315;94.24135593;23.115
2316;94.33035593;23.115
2317;94.42835593;23.117
2318;94.51735593;23.118
2319;94.54435593;23.115
2320;94.55335593;23.118
2321;94.54435593;23.118
2322;94.54435593;23.118
2323;94.57135593;23.116
2324;94.70535593;23.118
2325;94.82935593;23.118
2326;94.90135593;23.116
2327;94.95435593;23.119
2328;94.95435593;23.118
2329;94.93635593;23.119
2330;94.97235593;23.118
2331;95.04435593;23.118
2332;95.16835593;23.118
2333;95.26735593;23.119
2334;95.29335593;23.118
2335;95.32935593;23.118
2336;95.39135593;23.116
2337;95.41835593;23.118
2338;95.47235593;23.118
2339;95.57935593;23.119
2340;95.65035593;23.116
2341;95.70435593;23.119
2342;95.69535593;23.117
2343;95.66835593;23.118
2344;95.66835593;23.118
2345;95.73035593;23.118
2346;95.84635593;23.116
2347;96.01635593;23.119
2348;96.11435593;23.12
2349;96.23035593;23.119
2350;96.25735593;23.119
2351;96.24835593;23.121
2352;96.19435593;23.119
2353;96.17735593;23.12
2354;96.15935593;23.119
2355;96.22135593;23.119
2356;96.31935593;23.12
2357;96.40935593;23.119
2358;96.52535593;23.12
2359;96.59635593;23.12
2360;96.65835593;23.12
2361;96.73035593;23.12
2362;96.76535593;23.119
2363;96.82835593;23.12
2364;96.82835593;23.119
2365;96.75735593;23.12
2366;96.71235593;23.119
2367;96.66735593;23.12
2368;96.73935593;23.12
2369;96.87335593;23.12
2370;97.02435593;23.119
2371;97.14935593;23.12
2372;97.26535593;23.12
2373;97.39035593;23.12
2374;97.37235593;23.119
2375;97.29235593;23.121
2376;97.16735593;23.121
2377;97.12235593;23.12
2378;97.12235593;23.119
2379;97.20335593;23.121
2380;97.30135593;23.119
2381;97.40835593;23.12
2382;97.48835593;23.12
2383;97.53335593;23.12
2384;97.58635593;23.119
2385;97.61335593;23.12
2386;97.57735593;23.12
2387;97.59535593;23.118
2388;97.66735593;23.12
2389;97.70235593;23.12
2390;97.72035593;23.118
2391;97.72935593;23.12
2392;97.76535593;23.122
2393;97.76535593;23.12
2394;97.89935593;23.119
2395;98.02435593;23.119
2396;98.14835593;23.12
2397;98.23835593;23.121
2398;98.25635593;23.122
2399;98.18435593;23.12
2400;98.11335593;23.121
2401;98.10435593;23.12
2402;98.15735593;23.122
2403;98.22935593;23.12
2404;98.34535593;23.12
2405;98.46135593;23.122
2406;98.55035593;23.121
2407;98.57735593;23.122
2408;98.49635593;23.122
2409;98.38935593;23.12
2410;98.32735593;23.121
2411;98.35435593;23.123
2412;98.40735593;23.122
2413;98.56835593;23.12
2414;98.69335593;23.123
2415;98.82735593;23.124
2416;98.81835593;23.123
2417;98.76435593;23.123
2418;98.67535593;23.123
2419;98.56835593;23.123
2420;98.53235593;23.122
2421;98.56835593;23.122
2422;98.65735593;23.122
2423;98.76435593;23.124
2424;98.86235593;23.122
2425;98.95235593;23.124
2426;98.95235593;23.123
2427;98.88035593;23.122
2428;98.79135593;23.123
2429;98.79135593;23.122
2430;98.81835593;23.123
2431;98.91635593;23.121
2432;99.05935593;23.123
2433;99.16635593;23.125
2434;99.20135593;23.123
2435;99.21035593;23.126
2436;99.23735593;23.126
2437;99.28235593;23.126
2438;99.31735593;23.125
2439;99.36235593;23.127
2440;99.36235593;23.126
2441;99.31735593;23.129
2442;99.32635593;23.123
2443;99.37135593;23.126
2444;99.43335593;23.127
2445;99.55835593;23.125
2446;99.71035593;23.129
2447;99.78135593;23.129
2448;99.77335593;23.13
2449;99.71935593;23.128
2450;99.68335593;23.13
2451;99.60335593;23.129
2452;99.59435593;23.13
2453;99.66535593;23.129
2454;99.79935593;23.129
2455;99.91535593;23.127
2456;99.99635593;23.129
2457;100.0403559;23.127
2458;100.0223559;23.128
2459;99.96935593;23.129
2460;99.94235593;23.129
2461;99.98735593;23.128
2462;100.0583559;23.129
2463;100.1563559;23.129
2464;100.2453559;23.128
2465;100.2903559;23.129
2466;100.3173559;23.127
2467;100.3703559;23.126
2468;100.4603559;23.126
2469;100.5313559;23.126
2470;100.5583559;23.125
2471;100.5313559;23.126
2472;100.4953559;23.124
2473;100.4953559;23.124
2474;100.5493559;23.125
2475;100.6473559;23.126
2476;100.7723559;23.125
2477;100.9063559;23.125
2478;100.9513559;23.125
2479;100.9773559;23.123
2480;100.9593559;23.123
2481;100.9773559;23.126
2482;101.0493559;23.125
2483;101.1653559;23.123
2484;101.2453559;23.124
2485;101.2723559;23.124
2486;101.3163559;23.126
2487;101.3343559;23.125
2488;101.3523559;23.126
2489;101.3433559;23.125
2490;101.3883559;23.126
2491;101.4863559;23.125
2492;101.5663559;23.125
2493;101.6113559;23.128
2494;101.6203559;23.125
2495;101.5753559;23.126
2496;101.5483559;23.128
2497;101.5933559;23.126
2498;101.6913559;23.128
2499;101.8433559;23.127
2500;101.9503559;23.128
2501;101.9953559;23.128
2502;102.0133559;23.128
2503;101.9503559;23.129
2504;101.9143559;23.128
2505;101.8973559;23.126
2506;101.9413559;23.128
2507;102.0393559;23.129
2508;102.1913559;23.129
2509;102.3073559;23.131
2510;102.4053559;23.131
2511;102.4233559;23.131
2512;102.3963559;23.131
2513;102.3523559;23.13
2514;102.3253559;23.129
2515;102.3963559;23.13
2516;102.5123559;23.129
2517;102.6023559;23.13
2518;102.7003559;23.132
2519;102.7893559;23.13
2520;102.8253559;23.133
2521;102.8523559;23.131
2522;102.8873559;23.132
2523;102.9503559;23.131
2524;103.0573559;23.132
2525;103.1103559;23.131
2526;103.1643559;23.133
2527;103.1373559;23.133
2528;103.1283559;23.133
2529;103.1733559;23.131
2530;103.2263559;23.132
2531;103.4323559;23.132
2532;103.5923559;23.132
2533;103.6823559;23.133
2534;103.6913559;23.135
2535;103.6823559;23.135
2536;103.6463559;23.135
2537;103.6103559;23.135
2538;103.6193559;23.135
2539;103.7083559;23.133
2540;103.8073559;23.132
2541;103.9143559;23.135
2542;104.0033559;23.136
2543;104.0483559;23.136
2544;104.0743559;23.136
2545;104.0923559;23.135
2546;104.1103559;23.135
2547;104.1643559;23.135
2548;104.2533559;23.133
2549;104.3693559;23.138
2550;104.4053559;23.137
2551;104.4583559;23.138
2552;104.4583559;23.138
2553;104.5213559;23.138
2554;104.6373559;23.138
2555;104.7533559;23.136
2556;104.8333559;23.138
2557;104.8873559;23.138
2558;104.8963559;23.139
2559;104.8873559;23.138
2560;104.8783559;23.14
2561;104.9133559;23.139
2562;104.9493559;23.138
2563;105.0563559;23.138
2564;105.1463559;23.14
2565;105.2263559;23.14
2566;105.2973559;23.141
2567;105.3063559;23.141
2568;105.3423559;23.141
2569;105.3953559;23.142
2570;105.5123559;23.14
2571;105.6193559;23.142
2572;105.6633559;23.142
2573;105.7353559;23.143
2574;105.7613559;23.145
2575;105.7443559;23.144
2576;105.7533559;23.145
2577;105.7703559;23.142
2578;105.8333559;23.145
2579;105.9673559;23.145
2580;106.0473559;23.146
2581;106.1013559;23.147
2582;106.1193559;23.146
2583;106.1013559;23.146
2584;106.0653559;23.145
2585;106.0563559;23.145
2586;106.1193559;23.146
2587;106.2353559;23.146
2588;106.3603559;23.146
2589;106.4583559;23.145
2590;106.5113559;23.145
2591;106.5203559;23.145
2592;106.4853559;23.144
2593;106.4403559;23.145
2594;106.4043559;23.145
2595;106.4043559;23.146
2596;106.5023559;23.146
2597;106.6103559;23.145
2598;106.6903559;23.145
2599;106.7523559;23.146
2600;106.7793559;23.142
2601;106.7973559;23.143
2602;106.7703559;23.144
2603;106.8333559;23.142
2604;106.9223559;23.144
2605;107.0113559;23.141
2606;107.0923559;23.142
2607;107.1363559;23.143
2608;107.1363559;23.145
2609;107.1103559;23.144
2610;107.1103559;23.145
2611;107.1363559;23.142
2612;107.2433559;23.143
2613;107.3423559;23.143
2614;107.4223559;23.145
2615;107.4403559;23.145
2616;107.4223559;23.147
2617;107.4493559;23.146
2618;107.4763559;23.146
2619;107.5743559;23.146
2620;107.6543559;23.147
2621;107.7263559;23.15
2622;107.7613559;23.148
2623;107.7433559;23.149
2624;107.7343559;23.15
2625;107.7433559;23.149
2626;107.8063559;23.148
2627;107.8863559;23.149
2628;107.9933559;23.152
2629;108.1273559;23.152
2630;108.1183559;23.154
2631;108.1453559;23.153
2632;108.0923559;23.152
2633;108.0743559;23.153
2634;108.0923559;23.151
2635;108.1723559;23.152
2636;108.2973559;23.152
2637;108.3863559;23.154
2638;108.4583559;23.157
2639;108.4753559;23.156
2640;108.4223559;23.154
2641;108.3683559;23.156
2642;108.4133559;23.154
2643;108.4583559;23.155
2644;108.5563559;23.157
2645;108.6903559;23.158
2646;108.7703559;23.159
2647;108.7883559;23.16
2648;108.7343559;23.159
2649;108.6723559;23.159
2650;108.6543559;23.159
2651;108.6903559;23.159
2652;108.7433559;23.161
2653;108.8243559;23.159
2654;108.9583559;23.159
2655;109.0653559;23.16
2656;109.1543559;23.16
2657;109.1813559;23.162
2658;109.2343559;23.162
2659;109.3243559;23.162
2660;109.3773559;23.163
2661;109.3153559;23.164
2662;109.2253559;23.162
2663;109.2433559;23.161
2664;109.2793559;23.162
2665;109.3683559;23.16
2666;109.4843559;23.162
2667;109.6273559;23.165
2668;109.8063559;23.164
2669;109.8863559;23.165
2670;109.9223559;23.168
2671;109.8513559;23.167
2672;109.7703559;23.167
2673;109.7173559;23.165
2674;109.7173559;23.164
2675;109.8063559;23.165
2676;109.9493559;23.164
2677;110.1273559;23.166
2678;110.2523559;23.168
2679;110.2973559;23.169
2680;110.3153559;23.169
2681;110.2523559;23.169
2682;110.1723559;23.168
2683;110.1363559;23.167
2684;110.1183559;23.168
2685;110.1633559;23.167
2686;110.3063559;23.169
2687;110.3953559;23.168
2688;110.5113559;23.169
2689;110.6273559;23.171
2690;110.6903559;23.172
2691;110.6543559;23.17
2692;110.6093559;23.171
2693;110.5653559;23.171
2694;110.5563559;23.171
2695;110.5833559;23.171
2696;110.6633559;23.168
2697;110.7703559;23.171
2698;110.8243559;23.171
2699;110.9043559;23.172
2700;111.0203559;23.172
2701;111.0743559;23.173
2702;111.1183559;23.175
2703;111.1103559;23.177
2704;111.0743559;23.177
2705;111.0743559;23.175
2706;111.1013559;23.176
2707;111.2173559;23.173
2708;111.2613559;23.176
2709;111.3513559;23.177
2710;111.4223559;23.178
2711;111.4943559;23.179
2712;111.5203559;23.182
2713;111.5653559;23.182
2714;111.6723559;23.184
2715;111.7703559;23.185
2716;111.7973559;23.188
2717;111.7793559;23.188
2718;111.7613559;23.188
2719;111.7613559;23.187
2720;111.7523559;23.187
2721;111.8783559;23.186
2722;112.0203559;23.187
2723;112.1633559;23.19
2724;112.2623559;23.187
2725;112.2793559;23.188
2726;112.2883559;23.186
2727;112.2173559;23.187
2728;112.1193559;23.19
2729;112.0923559;23.189
2730;112.0743559;23.188
2731;112.1283559;23.188
2732;112.2173559;23.188
2733;112.3333559;23.19
2734;112.4493559;23.188
2735;112.5653559;23.187
2736;112.6193559;23.186
2737;112.5833559;23.187
2738;112.5203559;23.187
2739;112.4763559;23.187
2740;112.4583559;23.188
2741;112.5293559;23.188
2742;112.6463559;23.188
2743;112.7263559;23.186
2744;112.8063559;23.189
2745;112.8603559;23.187
2746;112.8963559;23.189
2747;112.8693559;23.187
2748;112.8333559;23.187
2749;112.8513559;23.188
2750;112.9223559;23.187
2751;113.0653559;23.188
2752;113.1193559;23.19
2753;113.1373559;23.191
2754;113.1283559;23.19
2755;113.1193559;23.189
2756;113.1553559;23.19
2757;113.1813559;23.19
2758;113.3153559;23.19
2759;113.4053559;23.193
2760;113.4143559;23.193
2761;113.4143559;23.193
2762;113.3333559;23.192
2763;113.2713559;23.193
2764;113.2353559;23.191
2765;113.3153559;23.188
2766;113.4493559;23.19
2767;113.5833559;23.192
2768;113.7083559;23.193
2769;113.7893559;23.193
2770;113.7983559;23.193
2771;113.7533559;23.192
2772;113.6813559;23.192
2773;113.5923559;23.191
2774;113.5833559;23.191
2775;113.6643559;23.193
2776;113.7983559;23.193
2777;113.8963559;23.193
2778;114.0123559;23.193
2779;114.1103559;23.194
2780;114.0923559;23.194
2781;114.0123559;23.193
2782;113.9233559;23.194
2783;113.8073559;23.193
2784;113.8153559;23.193
2785;113.9053559;23.192
2786;114.0033559;23.194
2787;114.0663559;23.193
2788;114.2083559;23.194
2789;114.3073559;23.196
2790;114.3963559;23.195
2791;114.3693559;23.195
2792;114.3163559;23.194
2793;114.2623559;23.195
2794;114.2713559;23.195
2795;114.3163559;23.194
2796;114.4233559;23.194
2797;114.5393559;23.195
2798;114.6373559;23.197
2799;114.6823559;23.197
2800;114.6913559;23.197
2801;114.6283559;23.197
2802;114.6013559;23.196
2803;114.5843559;23.196
2804;114.6013559;23.195
2805;114.6823559;23.197
2806;114.7623559;23.195
2807;114.8513559;23.197
2808;114.8783559;23.196
2809;114.8603559;23.198
2810;114.8693559;23.197
2811;114.9323559;23.197
2812;115.0303559;23.2
2813;115.1463559;23.201
2814;115.2183559;23.204
2815;115.2183559;23.201
2816;115.1733559;23.202
2817;115.1373559;23.202
2818;115.1463559;23.201
2819;115.2273559;23.201
2820;115.3433559;23.202
2821;115.4683559;23.203
2822;115.5573559;23.206
2823;115.6733559;23.206
2824;115.6733559;23.206
2825;115.6463559;23.206
2826;115.6293559;23.204
2827;115.6463559;23.204
2828;115.7093559;23.205
2829;115.7273559;23.205
2830;115.7623559;23.205
2831;115.8703559;23.206
2832;115.9683559;23.209
2833;116.0753559;23.209
2834;116.2183559;23.211
2835;116.2813559;23.213
2836;116.2983559;23.212
2837;116.2363559;23.213
2838;116.1733559;23.211
2839;116.1203559;23.213
2840;116.0933559;23.21
2841;116.1113559;23.211
2842;116.1643559;23.211
2843;116.3433559;23.211
2844;116.5043559;23.211
2845;116.6383559;23.213
2846;116.7183559;23.217
2847;116.7543559;23.216
2848;116.7003559;23.215
2849;116.6023559;23.217
2850;116.5493559;23.216
2851;116.5133559;23.214
2852;116.5313559;23.212
2853;116.6293559;23.214
2854;116.7633559;23.213
2855;116.9063559;23.215
2856;116.9863559;23.216
2857;117.0493559;23.217
2858;117.0843559;23.216
2859;117.1023559;23.217
2860;117.0933559;23.217
2861;117.0933559;23.216
2862;117.0763559;23.217
2863;117.0843559;23.217
2864;117.1653559;23.218
2865;117.2723559;23.216
2866;117.4603559;23.22
2867;117.5943559;23.219
2868;117.6833559;23.22
2869;117.7013559;23.219
2870;117.6563559;23.217
2871;117.5853559;23.217
2872;117.5313559;23.22
2873;117.5133559;23.22
2874;117.5493559;23.218
2875;117.6563559;23.219
2876;117.8263559;23.219
2877;117.9873559;23.22
2878;118.1123559;23.219
2879;118.1393559;23.22
2880;118.1123559;23.22
2881;118.1123559;23.221
2882;118.1393559;23.219
2883;118.1923559;23.218
2884;118.2463559;23.22
2885;118.2903559;23.219
2886;118.3713559;23.221
2887;118.4423559;23.221
2888;118.5413559;23.219
2889;118.6663559;23.22
2890;118.7553559;23.222
2891;118.8173559;23.223
2892;118.8443559;23.224
2893;118.8093559;23.223
2894;118.7553559;23.223
2895;118.7463559;23.221
2896;118.8263559;23.222
2897;118.9253559;23.223
2898;119.0323559;23.224
2899;119.0853559;23.224
2900;119.1753559;23.227
2901;119.2023559;23.227
2902;119.2113559;23.226
2903;119.2373559;23.227
2904;119.3453559;23.227
2905;119.3803559;23.228
2906;119.3893559;23.23
2907;119.4253559;23.23
2908;119.4253559;23.231
2909;119.4793559;23.232
2910;119.5503559;23.232
2911;119.6483559;23.233
2912;119.7913559;23.234
2913;119.8363559;23.237
2914;119.8813559;23.237
2915;119.8723559;23.237
2916;119.8003559;23.237
2917;119.7553559;23.237
2918;119.7643559;23.236
2919;119.8543559;23.235
2920;119.9523559;23.236
2921;120.0683559;23.236
2922;120.1843559;23.239
2923;120.2653559;23.239
2924;120.2473559;23.237
2925;120.2203559;23.239
2926;120.1493559;23.239
2927;120.1403559;23.238
2928;120.1933559;23.237
2929;120.2653559;23.238
2930;120.3453559;23.237
2931;120.4263559;23.24
2932;120.5333559;23.238
2933;120.6223559;23.24
2934;120.7113559;23.236
2935;120.8103559;23.239
2936;120.8723559;23.239
2937;120.8993559;23.241
2938;120.8373559;23.24
2939;120.7203559;23.242
2940;120.6943559;23.24
2941;120.7293559;23.238
2942;120.8373559;23.24
2943;120.9793559;23.239
2944;121.1223559;23.242
2945;121.2213559;23.245
2946;121.2393559;23.246
2947;121.1853559;23.245
2948;121.0873559;23.245
2949;121.0153559;23.243
2950;121.0333559;23.242
2951;121.0963559;23.245
2952;121.2123559;23.243
2953;121.3553559;23.243
2954;121.4623559;23.245
2955;121.5163559;23.246
2956;121.5073559;23.247
2957;121.4533559;23.247
2958;121.4623559;23.248
2959;121.4983559;23.246
2960;121.6053559;23.247
2961;121.6853559;23.245
2962;121.7393559;23.247
2963;121.8013559;23.25
2964;121.8283559;23.25
2965;121.8553559;23.251
2966;121.9093559;23.25
2967;122.0523559;23.252
2968;122.1053559;23.253
2969;122.1593559;23.253
2970;122.1683559;23.253
2971;122.1143559;23.252
2972;122.0873559;23.252
2973;122.1143559;23.254
2974;122.2043559;23.252
2975;122.3023559;23.253
2976;122.4093559;23.253
2977;122.4543559;23.255
2978;122.4723559;23.255
2979;122.4983559;23.255
2980;122.4893559;23.255
2981;122.5073559;23.254
2982;122.6233559;23.254
2983;122.7223559;23.253
2984;122.7663559;23.256
2985;122.8293559;23.258
2986;122.8023559;23.255
2987;122.7843559;23.256
2988;122.7493559;23.256
2989;122.7493559;23.256
2990;122.7753559;23.257
2991;122.8833559;23.256
2992;122.9543559;23.256
2993;123.0083559;23.256
2994;123.0883559;23.259
2995;123.0883559;23.258
2996;123.1513559;23.258
2997;123.1773559;23.26
2998;123.2223559;23.259
2999;123.3113559;23.259
3000;123.3473559;23.259
3001;123.3293559;23.26
3002;123.2943559;23.259
3003;123.3113559;23.258
3004;123.3653559;23.258
3005;123.4543559;23.26
3006;123.5883559;23.26
3007;123.6873559;23.262
3008;123.7313559;23.263
3009;123.7053559;23.259
3010;123.6963559;23.261
3011;123.6333559;23.259
3012;123.6423559;23.259
3013;123.7233559;23.262
3014;123.8033559;23.26
3015;123.9103559;23.263
3016;123.9913559;23.262
3017;124.0353559;23.26
3018;124.0983559;23.263
3019;124.1513559;23.262
3020;124.1963559;23.263
3021;124.2143559;23.265
3022;124.1783559;23.262
3023;124.1693559;23.263
3024;124.1603559;23.263
3025;124.2413559;23.262
3026;124.3393559;23.263
3027;124.4733559;23.265
3028;124.5803559;23.266
3029;124.6433559;23.265
3030;124.6253559;23.265
3031;124.5983559;23.266
3032;124.5713559;23.265
3033;124.5363559;23.266
3034;124.5803559;23.265
3035;124.6973559;23.265
3036;124.7953559;23.267
3037;124.8843559;23.265
3038;124.9383559;23.266
3039;124.9473559;23.266
3040;124.9293559;23.268
3041;124.8933559;23.265
3042;124.9113559;23.268
3043;124.9653559;23.265
3044;125.0363559;23.269
3045;125.0993559;23.265
3046;125.1883559;23.268
3047;125.2683559;23.268
3048;125.3403559;23.268
3049;125.3583559;23.268
3050;125.3673559;23.27
3051;125.3583559;23.269
3052;125.3313559;23.27
3053;125.3043559;23.269
3054;125.3763559;23.269
3055;125.4923559;23.27
3056;125.6173559;23.269
3057;125.7243559;23.271
3058;125.7603559;23.271
3059;125.7333559;23.269
3060;125.6443559;23.269
3061;125.5993559;23.272
3062;125.6263559;23.271
3063;125.6973559;23.269
3064;125.8143559;23.27
3065;125.9303559;23.272
3066;125.9743559;23.27
3067;126.0193559;23.272
3068;126.0103559;23.271
3069;126.0553559;23.27
3070;126.0913559;23.27
3071;126.1983559;23.269
3072;126.2513559;23.273
3073;126.2963559;23.272
3074;126.2873559;23.272
3075;126.2963559;23.272
3076;126.3053559;23.271
3077;126.3943559;23.27
3078;126.4933559;23.272
3079;126.6003559;23.272
3080;126.6453559;23.273
3081;126.6453559;23.272
3082;126.6093559;23.275
3083;126.5293559;23.273
3084;126.5733559;23.273
3085;126.6723559;23.273
3086;126.7253559;23.272
3087;126.8413559;23.272
3088;126.9223559;23.271
3089;126.9753559;23.27
3090;127.0203559;23.27
3091;127.0563559;23.271
3092;127.0923559;23.27
3093;127.1093559;23.272
3094;127.0923559;23.27
3095;127.1093559;23.272
3096;127.1813559;23.272
3097;127.2703559;23.271
3098;127.3693559;23.268
3099;127.4493559;23.269
3100;127.4583559;23.27
3101;127.4943559;23.269
3102;127.4493559;23.27
3103;127.4493559;23.268
3104;127.5563559;23.27
3105;127.6553559;23.268
3106;127.7623559;23.268
3107;127.7983559;23.269
3108;127.8243559;23.27
3109;127.8603559;23.269
3110;127.9053559;23.269
3111;127.9583559;23.269
3112;128.0843559;23.27
3113;128.1823559;23.272
3114;128.2093559;23.27
3115;128.2363559;23.272
3116;128.2183559;23.27
3117;128.2003559;23.27
3118;128.2003559;23.27
3119;128.2273559;23.271
3120;128.3163559;23.272
3121;128.4233559;23.27
3122;128.5303559;23.273
3123;128.5753559;23.272
3124;128.5933559;23.273
3125;128.6203559;23.272
